Unnamed: 0,Year,Name,AcresBurned,Fire Size Rank,Cause,SOURCE_REPORTING_UNIT_NAME,DaysBurn,Discovery Month,Discovered DOY,Contained Month,Contained DOY,Latitude,Longitude,County,CountyIds,State,OWNER_DESCR,NOAA Station,Link,AWND,CLDD,DP10,DX90,PRCP,TAVG,TMAX,TMIN,PRCP_6M,PRCP_RS,DX90_2M,DP10_2M,Receives Snow,Snow Station,River Basin,Mar_SP,Mar_WC,Mar_Dens
554,2017,Shandon Fire,12.0,C,,,118.0,May,,Jan,9.0,35.6879,-120.3317,San Luis Obispo,40,CA,,USW00093209,USW00093209 2017-05-01 00:00:00,8.5,87.0,1.0,10.0,0.18,65.3,82.1,48.5,14.579999999999998,15.97,1.0,7.0,0,,,0,0,0
555,2017,Jameson Fire,12.0,C,,,111.0,Apr,,Jan,9.0,33.7866,-117.5048,Riverside,33,CA,,USW00003171,USW00003171 2017-04-01 00:00:00,5.6,73.0,1.0,3.0,0.1,66.3,80.6,52.1,13.1,13.2,2.0,8.0,0,,,0,0,0
556,2017,Taglio Fire,12.0,C,,,356.0,Dec,,Jan,9.0,37.21812,-121.07761,Merced,24,CA,,USW00023258,USW00023258 2017-12-01 00:00:00,3.6,0.0,0.0,0.0,0.05,47.8,60.7,34.9,0.98,16.779999999999998,0.0,4.0,0,,,0,0,0
557,2017,Independence Fire,11.0,C,,,203.0,Jul,,Jan,9.0,38.70289,-122.90217,Sonoma,49,CA,,USW00023213,USW00023213 2017-07-01 00:00:00,5.4,135.0,0.0,13.0,0.0,69.3,88.2,50.6,41.95,60.08,11.0,1.0,0,,,0,0,0
558,2017,Lisa Fire,11.0,C,,,174.0,Jul,,Jan,9.0,33.913089,-117.096233,Riverside,33,CA,,USW00003171,USW00003171 2017-07-01 00:00:00,5.8,513.0,0.0,29.0,0.01,81.6,96.7,66.4,7.959999999999999,13.2,27.0,0.0,0,,,0,0,0
559,2017,Freeway Fire,10.0,C,,,272.0,Oct,,Jan,9.0,40.24789,-122.255,Tehama,52,CA,,USW00024216,USW00024216 2017-10-01 00:00:00,8.3,77.0,1.0,5.0,0.66,65.9,81.8,50.0,3.31,27.11,47.0,1.0,1,red_rock_mountain,Trinity,112.0,56.0,0.5
560,2017,Dexter Fire,10.0,C,,,254.0,Sep,,Jan,9.0,37.76888,-120.15846,Mariposa,22,CA,,USW00023257,USW00023257 2017-09-01 00:00:00,5.8,276.0,0.0,14.0,0.02,73.9,89.2,58.5,2.69,15.81,57.0,0.0,1,snow_flat,Merced,169.0,85.0,0.5
561,2017,Shaver Fire,10.0,C,,,245.0,Sep,,Jan,9.0,37.10067,-119.32109,Fresno,10,CA,,USW00093193,USW00093193 2017-09-01 00:00:00,6.3,369.0,1.0,16.0,0.16,77.2,90.1,64.2,4.62,17.09,61.0,0.0,1,piute_pass,San Joaquin,162.0,74.5,0.46
562,2017,Sandra Fire,10.0,C,,,231.0,Aug,,Jan,9.0,38.34421,-120.72274,Amador,3,CA,,USW00023237,USW00023237 2017-08-01 00:00:00,7.6,410.0,0.0,27.0,0.01,79.4,96.7,62.1,9.3,21.69,51.0,0.0,1,hams_station,Mokelumne,0.0,0.0,0.0
563,2017,Rincon Fire,10.0,C,,,206.0,Aug,,Jan,9.0,34.23925,-117.85182,Los Angeles,19,CA,,USW00003102,USW00003102 2017-08-01 00:00:00,6.9,498.0,0.0,22.0,0.02,81.0,95.2,66.9,3.41,15.07,46.0,0.0,0,,,0,0,0
564,2017,Grizzly Fire,10.0,C,,,193.0,Jul,,Jan,9.0,39.36902,-120.97586,Nevada,29,CA,,USW00023225,USW00023225 2017-07-01 00:00:00,4.7,248.0,0.0,0.0,0.0,73.0,80.4,65.6,49.74,87.17999999999999,0.0,5.0,1,eureka_lake,Feather,87.0,41.0,0.47
565,2017,North Fire,10.0,C,,,187.0,Jul,,Jan,9.0,40.48972,-122.38619,Shasta,45,CA,,USW00024257,USW00024257 2017-07-01 00:00:00,4.7,641.0,0.0,31.0,0.0,85.7,103.3,68.1,28.33,46.22,36.0,3.0,1,red_rock_mountain,Trinity,112.0,56.0,0.5
566,2017,Navajo Fire,10.0,C,,,185.0,Jul,,Jan,9.0,33.77896,-117.24091,Riverside,33,CA,,USW00003171,USW00003171 2017-07-01 00:00:00,5.8,513.0,0.0,29.0,0.01,81.6,96.7,66.4,7.959999999999999,13.2,27.0,0.0,0,,,0,0,0
567,2017,Rebie Fire,10.0,C,,,184.0,Jul,,Jan,9.0,39.50475,-121.33785,Butte,4,CA,,USW00093205,USW00093205 2017-07-01 00:00:00,5.8,463.0,0.0,29.0,0.0,81.0,99.2,62.8,21.63,27.78,30.0,2.0,0,,,0,0,0
568,2017,Canyon Fire,10.0,C,,,175.0,Jul,,Jan,9.0,33.91806,-116.99321,Riverside,33,CA,,USW00003171,USW00003171 2017-07-01 00:00:00,5.8,513.0,0.0,29.0,0.01,81.6,96.7,66.4,7.959999999999999,13.2,27.0,0.0,0,,,0,0,0
569,2017,Brewer Fire,10.0,C,,,174.0,Jul,,Jan,9.0,39.08382,-121.06656,Nevada,29,CA,,USW00023225,USW00023225 2017-07-01 00:00:00,4.7,248.0,0.0,0.0,0.0,73.0,80.4,65.6,49.74,87.17999999999999,0.0,5.0,1,ward_creek_2,Lake Tahoe,138.0,51.0,0.37
570,2017,Lambs Fire,10.0,C,,,160.0,Jun,,Jan,9.0,33.90965,-116.9669,Riverside,33,CA,,USW00093138,USW00093138 2017-06-01 00:00:00,7.6,810.0,0.0,29.0,0.0,92.0,108.5,75.5,6.69,6.98,42.0,0.0,0,,,0,0,0
571,2017,Pine Fire,10.0,C,,,147.0,Jun,,Jan,9.0,35.564124,-118.796513,Kern,15,CA,,USW00023155,USW00023155 2017-06-01 00:00:00,6.7,535.0,0.0,24.0,0.0,82.8,96.5,69.1,7.199999999999999,7.76,13.0,1.0,1,mineral_king,Kaweah,86.5,44.0,0.51
572,2017,Shirleon Fire ,10.0,C,,,146.0,Jun,,Jan,9.0,33.87107,-116.88097,Riverside,33,CA,,USW00093138,USW00093138 2017-06-01 00:00:00,7.6,810.0,0.0,29.0,0.0,92.0,108.5,75.5,6.69,6.98,42.0,0.0,0,,,0,0,0
573,2017,Twenty Fire,10.0,C,,,140.0,May,,Jan,9.0,39.23205,-121.376,Yuba,58,CA,,USW00093205,USW00093205 2017-05-01 00:00:00,7.8,150.0,1.0,9.0,0.11,68.5,83.4,53.6,25.0,27.78,0.0,12.0,1,eureka_lake,Feather,87.0,41.0,0.47
574,2017,Champagne Fire,10.0,C,,,139.0,May,,Jan,9.0,34.87128,-118.35296,Kern,15,CA,,USW00003159,USW00003159 2017-05-01 00:00:00,13.6,146.0,0.0,12.0,0.0,67.3,83.1,51.4,6.32,6.500000000000001,1.0,1.0,1,cottonwood_pass,Kern,72.0,33.0,0.46
575,2017,Moreno Fire,10.0,C,,,134.0,May,,Jan,9.0,33.94673,-117.17773,Riverside,33,CA,,USW00003171,USW00003171 2017-05-01 00:00:00,5.8,135.0,0.0,9.0,0.02,68.0,80.9,55.0,12.239999999999998,13.2,5.0,2.0,0,,,0,0,0
576,2017,Soledad Fire,10.0,C,,,105.0,Apr,,Jan,9.0,36.44141,-121.34695,Monterey,27,CA,,USW00023233,USW00023233 2017-04-01 00:00:00,8.3,3.0,3.0,0.0,0.84,58.7,68.7,48.6,15.52,16.36,0.0,11.0,0,,,0,0,0
577,2017,Pressley Fire (Central LNU Complex),0.0,A,,,273.0,Oct,,Jan,9.0,38.36685,-122.64001,Sonoma,49,CA,,USW00023213,USW00023213 2017-10-01 00:00:00,4.7,31.0,1.0,5.0,0.21,62.2,81.4,43.1,4.89,60.08,14.0,0.0,0,,,0,0,0
578,2017,Partrick Fire (Central LNU Complex),0.0,A,,,272.0,Oct,,Jan,9.0,38.31802,-122.39052,Napa,28,CA,,USW00093227,USW00093227 2017-10-01 00:00:00,5.6,15.0,1.0,2.0,0.19,60.5,77.9,43.2,3.39,36.85,11.0,0.0,0,,,0,0,0
579,2017,Rattlesnake Fire,0.0,A,,,241.0,Sep,,Jan,9.0,37.73596,-119.78256,Mariposa,22,CA,,USW00023257,USW00023257 2017-09-01 00:00:00,5.8,276.0,0.0,14.0,0.02,73.9,89.2,58.5,2.69,15.81,57.0,0.0,1,snow_flat,Merced,169.0,85.0,0.5
580,2017,Clear Complex (merged into Eclipse Complex),0.0,A,,,197.0,Jul,,Jan,9.0,41.702,-123.508,Siskiyou,47,CA,,USW00024283,USW00024283 2017-07-01 00:00:00,5.6,0.0,0.0,0.0,0.01,56.5,62.4,50.5,42.66,68.14000000000001,0.0,7.0,1,parks_creek,Shasta,77.0,24.5,0.32
581,2017,Warner Mountain Lightning,0.0,A,,,195.0,Jul,,Jan,9.0,41.338,-120.304,Modoc,25,CA,,USW00024257,USW00024257 2017-07-01 00:00:00,4.7,641.0,0.0,31.0,0.0,85.7,103.3,68.1,28.33,46.22,36.0,3.0,1,cedar_pass,Pit,51.5,20.0,0.39
582,2017,Creek Fire,0.0,A,,,191.0,Jul,,Jan,9.0,39.75425,-122.17657,Glenn,11,CA,,USW00024216,USW00024216 2017-07-01 00:00:00,6.3,608.0,0.0,31.0,0.0,84.6,102.1,67.2,17.309999999999995,27.11,35.0,2.0,0,,,0,0,0
583,2017,Antelope Fire,0.0,A,,,178.0,Jul,,Jan,9.0,40.6361,-120.9643,Lassen,18,CA,,USW00024257,USW00024257 2017-07-01 00:00:00,4.7,641.0,0.0,31.0,0.0,85.7,103.3,68.1,28.33,46.22,36.0,3.0,1,eureka_lake,Feather,87.0,41.0,0.47
584,2017,Klamath Fire,0.0,A,,,176.0,Jul,,Jan,9.0,41.86609,-122.73031,Siskiyou,47,CA,,USW00024283,USW00024283 2017-07-01 00:00:00,5.6,0.0,0.0,0.0,0.01,56.5,62.4,50.5,42.66,68.14000000000001,0.0,7.0,1,parks_creek,Shasta,77.0,24.5,0.32
585,2017, Cristianitos Fire,0.0,A,,,170.0,Jun,,Jan,9.0,33.43513,-117.58252,San Diego,37,CA,,USW00003154,USW00003154 2017-06-01 00:00:00,,,,,,,,,0.0,0.0,0.0,0.0,0,,,0,0,0
586,2017,Salmon-August Complex ,0.0,A,,,167.0,Jun,,Jan,9.0,41.841,-123.474,Siskiyou,47,CA,,USW00024283,USW00024283 2017-06-01 00:00:00,6.5,0.0,3.0,0.0,0.72,55.4,61.6,49.2,50.16,68.14000000000001,0.0,20.0,1,parks_creek,Shasta,77.0,24.5,0.32
587,2017,King Incident,0.0,A,,,165.0,Jun,,Jan,9.0,36.51912,-119.50606,Tulare,54,CA,,USW00053119,USW00053119 2017-06-01 00:00:00,7.8,430.0,0.0,23.0,0.01,79.2,95.5,62.8,10.06,10.669999999999998,12.0,3.0,1,big_meadows,Kings,73.5,37.5,0.51
588,2017,Range Fire,0.0,A,,,130.0,May,,Jan,9.0,35.85253,-120.80411,San Luis Obispo,40,CA,,USW00093209,USW00093209 2017-05-01 00:00:00,8.5,87.0,1.0,10.0,0.18,65.3,82.1,48.5,14.579999999999998,15.97,1.0,7.0,0,,,0,0,0
589,2017,Oroville Spillway ,0.0,A,,,29.0,Feb,,Jan,9.0,39.51158,-121.55633,Butte,4,CA,,USW00093205,USW00093205 2017-02-01 00:00:00,9.6,0.0,12.0,0.0,7.57,52.2,59.3,45.1,14.76,27.78,0.0,18.0,0,,,0,0,0
590,2018,Ranch Fire (Mendocino Complex),410203.0,G,,,204.0,Jul,,Jan,4.0,39.243283,-123.103367,Colusa,"6,11,17,23",CA,,USW00023275,USW00023275 2018-07-01 00:00:00,4.3,380.0,0.0,26.0,0.0,77.6,97.8,57.5,17.96,23.49,17.0,0.0,0,,,0,0,0
591,2018,Ranch Fire (Mendocino Complex),410203.0,G,,,204.0,Jul,,Jan,4.0,39.243283,-123.103367,Glenn,"6,11,17,23",CA,,USW00023275,USW00023275 2018-07-01 00:00:00,4.3,380.0,0.0,26.0,0.0,77.6,97.8,57.5,17.96,23.49,17.0,0.0,0,,,0,0,0
592,2018,Ranch Fire (Mendocino Complex),410203.0,G,,,204.0,Jul,,Jan,4.0,39.243283,-123.103367,Lake,"6,11,17,23",CA,,USW00023275,USW00023275 2018-07-01 00:00:00,4.3,380.0,0.0,26.0,0.0,77.6,97.8,57.5,17.96,23.49,17.0,0.0,0,,,0,0,0
593,2018,Ranch Fire (Mendocino Complex),410203.0,G,,,204.0,Jul,,Jan,4.0,39.243283,-123.103367,Mendocino,"6,11,17,23",CA,,USW00023275,USW00023275 2018-07-01 00:00:00,4.3,380.0,0.0,26.0,0.0,77.6,97.8,57.5,17.96,23.49,17.0,0.0,0,,,0,0,0
594,2018,Carr Fire,229651.0,G,,,200.0,Jul,,Jan,4.0,40.65428,-122.62357,Shasta,"45,53",CA,,USW00024257,USW00024257 2018-07-01 00:00:00,5.1,674.0,0.0,30.0,0.0,86.7,103.2,70.3,14.049999999999995,19.03,30.0,1.0,1,red_rock_mountain,Trinity,33.0,13.0,0.39
595,2018,Carr Fire,229651.0,G,,,200.0,Jul,,Jan,4.0,40.65428,-122.62357,Trinity,"45,53",CA,,USW00024257,USW00024257 2018-07-01 00:00:00,5.1,674.0,0.0,30.0,0.0,86.7,103.2,70.3,14.049999999999995,19.03,30.0,1.0,1,red_rock_mountain,Trinity,33.0,13.0,0.39
596,2018,Camp Fire,153336.0,G,,,17.0,Nov,,Nov,329.0,39.8134,-121.4347,Butte,4,CA,,USW00024216,USW00024216 2018-11-01 00:00:00,8.1,19.0,6.0,0.0,4.83,56.4,69.0,43.7,1.81,13.16,23.0,2.0,0,,,0,0,0
597,2018,Woolsey Fire,96949.0,G,,,308.0,Nov,,Jan,4.0,34.235,-118.70128,Los Angeles,"19,56",CA,,USW00023130,USW00023130 2018-11-01 00:00:00,5.6,77.0,3.0,3.0,0.97,66.0,79.0,53.1,0.36,5.8500000000000005,23.0,1.0,0,,,0,0,0
598,2018,Woolsey Fire,96949.0,G,,,308.0,Nov,,Jan,4.0,34.235,-118.70128,Ventura,"19,56",CA,,USW00023130,USW00023130 2018-11-01 00:00:00,5.6,77.0,3.0,3.0,0.97,66.0,79.0,53.1,0.36,5.8500000000000005,23.0,1.0,0,,,0,0,0
599,2018,Ferguson Fire,96901.0,G,,,190.0,Jul,,Jan,4.0,37.6549,-119.88581,Mariposa,22,CA,,USW00023257,USW00023257 2018-07-01 00:00:00,8.1,529.0,0.0,30.0,0.0,82.1,98.5,65.6,6.07,7.029999999999999,23.0,1.0,1,snow_flat,Merced,82.0,31.5,0.38
600,2018,County Fire,90288.0,G,,,177.0,Jun,,Jan,4.0,38.80583,-122.18183,Napa,"28,57",CA,,USW00093241,USW00093241 2018-06-01 00:00:00,7.8,248.0,0.0,16.0,0.0,73.3,90.8,55.7,13.3,15.47,3.0,2.0,0,,,0,0,0
601,2018,County Fire,90288.0,G,,,177.0,Jun,,Jan,4.0,38.80583,-122.18183,Yolo,"28,57",CA,,USW00093241,USW00093241 2018-06-01 00:00:00,7.8,248.0,0.0,16.0,0.0,73.3,90.8,55.7,13.3,15.47,3.0,2.0,0,,,0,0,0
602,2018,Delta Fire,63311.0,G,,,244.0,Sep,,Jan,4.0,40.9425,-122.43,Shasta,"45,53",CA,,USW00024257,USW00024257 2018-09-01 00:00:00,4.3,270.0,0.0,21.0,0.03,74.0,92.4,55.6,8.84,19.03,59.0,0.0,1,red_rock_mountain,Trinity,33.0,13.0,0.39
603,2018,Delta Fire,63311.0,G,,,244.0,Sep,,Jan,4.0,40.9425,-122.43,Trinity,"45,53",CA,,USW00024257,USW00024257 2018-09-01 00:00:00,4.3,270.0,0.0,21.0,0.03,74.0,92.4,55.6,8.84,19.03,59.0,0.0,1,red_rock_mountain,Trinity,33.0,13.0,0.39
604,2018,River Fire (Mendocino Complex),48920.0,G,,,204.0,Jul,,Jan,4.0,39.04786,-123.11971,Colusa,"6,17,23",CA,,USW00023275,USW00023275 2018-07-01 00:00:00,4.3,380.0,0.0,26.0,0.0,77.6,97.8,57.5,17.96,23.49,17.0,0.0,0,,,0,0,0
605,2018,River Fire (Mendocino Complex),48920.0,G,,,204.0,Jul,,Jan,4.0,39.04786,-123.11971,Lake,"6,17,23",CA,,USW00023275,USW00023275 2018-07-01 00:00:00,4.3,380.0,0.0,26.0,0.0,77.6,97.8,57.5,17.96,23.49,17.0,0.0,0,,,0,0,0
606,2018,River Fire (Mendocino Complex),48920.0,G,,,204.0,Jul,,Jan,4.0,39.04786,-123.11971,Mendocino,"6,17,23",CA,,USW00023275,USW00023275 2018-07-01 00:00:00,4.3,380.0,0.0,26.0,0.0,77.6,97.8,57.5,17.96,23.49,17.0,0.0,0,,,0,0,0
607,2018,Hirz Fire,46150.0,G,,,217.0,Aug,,Jan,4.0,40.896,-122.219,Shasta,45,CA,,USW00024257,USW00024257 2018-08-01 00:00:00,3.8,454.0,0.0,29.0,0.0,79.7,97.0,62.3,9.189999999999998,19.03,55.0,0.0,1,mt_shasta,Sacramento,58.0,18.5,0.32
608,2018,Stone Fire,39387.0,G,,,223.0,Aug,,Jan,4.0,41.38544,-121.04386,Modoc,25,CA,,USW00024257,USW00024257 2018-08-01 00:00:00,3.8,454.0,0.0,29.0,0.0,79.7,97.0,62.3,9.189999999999998,19.03,55.0,0.0,1,cedar_pass,Pit,33.0,11.0,0.33
609,2018,Klamathon Fire,38008.0,G,,,182.0,Jul,,Jan,4.0,41.893332,-122.534655,Siskiyou,47,CA,,USW00024257,USW00024257 2018-07-01 00:00:00,5.1,674.0,0.0,30.0,0.0,86.7,103.2,70.3,14.049999999999995,19.03,30.0,1.0,1,parks_creek,Shasta,28.5,6.5,0.23
610,2018,Donnell Fire,36450.0,G,,,209.0,Aug,,Jan,4.0,38.349,-119.929,Tuolumne,55,CA,,USW00093230,USW00093230 2018-08-01 00:00:00,4.7,7.0,0.0,1.0,0.0,61.1,81.4,40.7,12.6,17.72,0.0,2.0,1,eagle_meadow,Stanislaus,37.0,15.5,0.42
611,2018,Holy Fire,23136.0,G,,,214.0,Aug,,Jan,4.0,33.69888,-117.52055,Orange,30,CA,,USW00003171,USW00003171 2018-08-01 00:00:00,5.6,510.0,0.0,28.0,0.0,81.4,95.4,67.5,2.67,4.08,45.0,0.0,0,,,0,0,0
612,2018,Whaleback Fire,18703.0,G,,,204.0,Jul,,Jan,4.0,40.633536,-120.868091,Lassen,18,CA,,USW00024257,USW00024257 2018-07-01 00:00:00,5.1,674.0,0.0,30.0,0.0,86.7,103.2,70.3,14.049999999999995,19.03,30.0,1.0,1,eureka_lake,Feather,35.0,14.0,0.4
613,2018,Pawnee Fire,15185.0,G,,,170.0,Jun,,Jan,4.0,39.0674,-122.59848,Lake,17,CA,,USW00023275,USW00023275 2018-06-01 00:00:00,5.1,179.0,0.0,15.0,0.0,70.5,88.4,52.6,18.11,23.49,2.0,7.0,0,,,0,0,0
614,2018,Cranston Fire,13139.0,G,,,202.0,Jul,,Jan,4.0,0.0,0.0,Riverside,33,CA,,USW00023154,USW00023154 2018-07-01 00:00:00,9.2,220.0,4.0,20.0,1.15,72.0,91.2,52.9,4.199999999999999,3.67,6.0,5.0,0,,,0,0,0
615,2018,Waverly Fire,12300.0,G,,,176.0,Jun,,Jan,4.0,38.052055,-120.945482,San Joaquin,39,CA,,USW00023237,USW00023237 2018-06-01 00:00:00,9.4,310.0,0.0,23.0,0.0,75.3,94.4,56.2,8.31,9.1,5.0,4.0,0,,,0,0,0
616,2018,Boot Fire,6974.0,G,,,243.0,Sep,,Jan,4.0,38.347395,-119.45186,Mono,26,CA,,USW00093230,USW00093230 2018-09-01 00:00:00,5.4,0.0,0.0,0.0,0.0,54.8,74.7,34.9,12.21,17.72,1.0,2.0,1,eagle_meadow,Stanislaus,37.0,15.5,0.42
617,2018,Planada Fire,4564.0,F,,,162.0,Jun,,Jan,4.0,37.39339,-120.34207,Merced,24,CA,,USW00023257,USW00023257 2018-06-01 00:00:00,7.4,292.0,0.0,20.0,0.0,74.7,91.9,57.5,6.15,7.029999999999999,3.0,3.0,0,,,0,0,0
618,2018,Hill Fire,4531.0,F,,,308.0,Nov,,Jan,4.0,34.22685,-118.93444,Ventura,56,CA,,USW00023136,USW00023136 2018-11-01 00:00:00,7.6,39.0,4.0,1.0,1.14,63.5,76.4,50.6,0.15,5.94,2.0,1.0,0,,,0,0,0
619,2018,Branscombe Fire,4500.0,F,,,276.0,Oct,,Jan,4.0,0.0,0.0,Solano,48,CA,,USW00023154,USW00023154 2018-10-01 00:00:00,8.9,0.0,4.0,0.0,1.4,44.8,59.9,29.8,2.83,3.67,13.0,0.0,0,,,0,0,0
620,2018,Lions Fire,4064.0,F,,,158.0,Jun,,Jan,4.0,37.571,-119.118,Madera,20,CA,,USW00023157,USW00023157 2018-06-01 00:00:00,8.1,305.0,0.0,26.0,0.0,75.2,96.4,53.9,1.34,1.2200000000000002,6.0,2.0,1,mammoth_pass,Owens,83.0,23.5,0.28
621,2018,Sun Fire,3889.0,F,,,276.0,Oct,,Jan,4.0,40.22027778,-122.18,Tehama,52,CA,,USW00024216,USW00024216 2018-10-01 00:00:00,7.8,80.0,2.0,2.0,0.49,67.0,81.2,52.9,4.5,13.16,48.0,0.0,1,red_rock_mountain,Trinity,33.0,13.0,0.39
622,2018,Lane Fire,3716.0,F,,,170.0,Jun,,Jan,4.0,40.35068,-121.77867,Tehama,52,CA,,USW00024216,USW00024216 2018-06-01 00:00:00,8.1,404.0,1.0,23.0,0.1,78.5,94.3,62.7,10.7,13.16,6.0,5.0,1,eureka_lake,Feather,35.0,14.0,0.4
623,2018,Mill Creek 1 Fire,3674.0,F,,,224.0,Aug,,Jan,4.0,41.07944,-123.688056,Humboldt,12,CA,,USW00024283,USW00024283 2018-08-01 00:00:00,4.9,0.0,0.0,0.0,0.02,57.3,62.4,52.2,18.13,38.53,0.0,2.0,0,,,0,0,0
624,2018,Charlie Fire,3380.0,F,,,261.0,Sep,,Jan,4.0,34.48229,-118.60858,Los Angeles,19,CA,,USW00023187,USW00023187 2018-09-01 00:00:00,11.9,290.0,0.0,6.0,0.0,74.7,85.6,63.7,3.54,6.68,33.0,0.0,0,,,0,0,0
625,2018,Five Fire,2995.0,F,,,214.0,Aug,,Jan,4.0,35.97896,-119.98329,Kings,16,CA,,USW00023110,USW00023110 2018-08-01 00:00:00,8.3,468.0,0.0,29.0,0.0,80.1,98.1,62.0,2.39,3.81,53.0,0.0,0,,,0,0,0
626,2018,Apple Fire,2956.0,F,,,156.0,Jun,,Jan,4.0,39.94355,-122.3571,Tehama,52,CA,,USW00024216,USW00024216 2018-06-01 00:00:00,8.1,404.0,1.0,23.0,0.1,78.5,94.3,62.7,10.7,13.16,6.0,5.0,1,red_rock_mountain,Trinity,33.0,13.0,0.39
627,2018,Tarina Fire,2950.0,F,,,211.0,Aug,,Jan,4.0,35.37444,-118.83556,Kern,15,CA,,USW00023155,USW00023155 2018-08-01 00:00:00,6.0,607.0,0.0,28.0,0.0,84.6,98.3,70.9,2.8500000000000005,3.9300000000000006,51.0,0.0,1,mineral_king,Kaweah,13.0,3.0,0.23
628,2018,Georges Fire,2883.0,F,,,185.0,Jul,,Jan,4.0,36.6734,-118.21881,Inyo,14,CA,,USW00023157,USW00023157 2018-07-01 00:00:00,7.4,521.0,2.0,29.0,1.52,81.8,101.1,62.5,1.34,1.2200000000000002,32.0,1.0,1,cottonwood_pass,Kern,10.0,3.0,0.3
629,2018,Snell Fire,2490.0,F,,,247.0,Sep,,Jan,4.0,38.69601,-122.44468,Napa,28,CA,,USW00023213,USW00023213 2018-09-01 00:00:00,4.3,38.0,1.0,6.0,0.11,65.0,82.8,47.2,11.14,25.01,12.0,0.0,0,,,0,0,0
630,2018,Chrome Fire,2290.0,F,,,156.0,Jun,,Jan,4.0,39.64978,-122.58218,Glenn,11,CA,,USW00024216,USW00024216 2018-06-01 00:00:00,8.1,404.0,1.0,23.0,0.1,78.5,94.3,62.7,10.7,13.16,6.0,5.0,0,,,0,0,0
631,2018,Turkey Fire,2225.0,F,,,214.0,Aug,,Jan,4.0,35.847778,-120.343056,Monterey,27,CA,,USW00093209,USW00093209 2018-08-01 00:00:00,7.6,304.0,0.0,20.0,0.0,74.8,94.2,55.3,7.33,9.64,42.0,0.0,0,,,0,0,0
632,2018,Nelson Fire,2162.0,F,,,218.0,Aug,,Jan,4.0,38.431278,-122.043747,Solano,48,CA,,USW00093241,USW00093241 2018-08-01 00:00:00,6.3,304.0,0.0,18.0,0.0,74.8,92.7,56.9,8.43,15.47,45.0,0.0,0,,,0,0,0
633,2018,Eagle Fire,2100.0,F,,,190.0,Jul,,Jan,4.0,41.29363,-120.11461,Modoc,25,CA,,USW00024172,USW00024172 2018-07-01 00:00:00,7.2,410.0,0.0,30.0,0.06,78.2,98.7,57.7,2.12,1.68,15.0,2.0,1,cedar_pass,Pit,33.0,11.0,0.33
634,2018,Pleasant Fire,2070.0,F,,,46.0,Feb,,Jan,3.0,37.40208,-118.50235,Inyo,14,CA,,USW00023157,USW00023157 2018-02-01 00:00:00,8.7,0.0,0.0,0.0,0.0,41.3,60.0,22.7,0.22,1.2200000000000002,0.0,0.0,1,piute_pass,San Joaquin,60.5,16.0,0.26
635,2018,Hat Fire,1900.0,F,,,217.0,Aug,,Jan,4.0,40.99344,-121.52225,Shasta,45,CA,,USW00024257,USW00024257 2018-08-01 00:00:00,3.8,454.0,0.0,29.0,0.0,79.7,97.0,62.3,9.189999999999998,19.03,55.0,0.0,1,brewer_creek,McCloud,27.5,8.0,0.29
636,2018,Nees Fire,1756.0,F,,,118.0,May,,Jan,4.0,36.85156,-120.77206,Merced,24,CA,,USW00023257,USW00023257 2018-05-01 00:00:00,7.6,93.0,1.0,3.0,0.15,67.4,82.2,52.5,6.88,7.029999999999999,0.0,11.0,0,,,0,0,0
637,2018,Kerlin Fire,1751.0,F,,,243.0,Sep,,Jan,4.0,40.616251,-123.52019,Trinity,53,CA,,USW00024213,USW00024213 2018-09-01 00:00:00,3.8,0.0,1.0,0.0,0.19,56.6,63.4,49.9,15.11,35.24,0.0,0.0,1,red_rock_mountain,Trinity,33.0,13.0,0.39
638,2018,Creek Fire,1678.0,F,,,171.0,Jun,,Jan,4.0,40.50318,-122.42308,Shasta,45,CA,,USW00024257,USW00024257 2018-06-01 00:00:00,6.7,433.0,0.0,25.0,0.0,79.4,95.1,63.8,14.16,19.03,5.0,7.0,1,red_rock_mountain,Trinity,33.0,13.0,0.39
639,2018,Nurse Fire,1500.0,F,,,308.0,Nov,,Jan,4.0,38.21396,-121.9424,Solano,48,CA,,USW00093241,USW00093241 2018-11-01 00:00:00,4.7,7.0,6.0,0.0,3.68,55.1,70.1,40.1,0.06,15.47,19.0,0.0,0,,,0,0,0
640,2018,Yankee Fire,1500.0,F,,,167.0,Jun,,Jan,4.0,35.73629,-120.75593,San Luis Obispo,40,CA,,USW00093209,USW00093209 2018-06-01 00:00:00,8.9,170.0,0.0,15.0,0.0,70.1,89.6,50.6,9.38,9.64,6.0,1.0,0,,,0,0,0
641,2018,Stone Fire,1352.0,F,,,151.0,Jun,,Jan,4.0,34.5486,-118.31138,Los Angeles,19,CA,,USW00023182,USW00023182 2018-06-01 00:00:00,12.5,392.0,0.0,23.0,0.0,78.0,93.9,62.0,2.5699999999999994,2.5699999999999994,7.0,0.0,0,,,0,0,0
642,2018,Valley Fire,1350.0,F,,,183.0,Jul,,Jan,4.0,34.095568,-116.958806,San Bernardino,36,CA,,USW00003171,USW00003171 2018-07-01 00:00:00,6.3,594.0,0.0,29.0,0.02,84.1,99.5,68.8,4.2,4.08,19.0,1.0,0,,,0,0,0
