,Fire Size Rank,AWND,CLDD,DP10,DX90,PRCP,TAVG,TMAX,TMIN,PRCP_6M,PRCP_RS,DX90_2M,DP10_2M,Receives Snow,Mar_SP,Mar_WC,Mar_Dens,Elevation,Apr,Aug,Dec,Feb,Jan,Jul,Jun,Mar,May,Nov,Oct,Sep
62082,Very Large,5.6,255.0,0.0,18.0,0.0,72.8,87.5,58.2,0.35,11.12,50.0,0.0,0.0,0.0,0.0,0.0,1824.1248,0,0,0,0,0,0,0,0,0,0,1,0
62126,Very Large,4.5,429.0,0.0,21.0,0.0,78.8,94.3,63.4,3.02,6.659999999999999,36.0,0.0,0.0,0.0,0.0,0.0,3028.1784,0,1,0,0,0,0,0,0,0,0,0,0
62131,Very Large,4.0,434.0,0.0,24.0,0.0,79.5,94.9,64.0,0.1,6.659999999999999,52.0,0.0,0.0,0.0,0.0,0.0,2171.8896,0,0,0,0,0,0,0,0,0,0,0,1
62380,Very Large,7.8,238.0,1.0,17.0,0.16,72.7,91.5,53.8,1.73,3.27,17.0,0.0,0.0,0.0,0.0,0.0,3831.9744,0,0,0,0,0,1,0,0,0,0,0,0
62385,Medium,5.8,0.0,1.0,0.0,0.15,51.3,70.0,32.7,2.7,4.48,0.0,6.0,0.0,0.0,0.0,0.0,1811.0016,0,0,0,1,0,0,0,0,0,0,0,0
62399,Large,9.2,157.0,0.0,7.0,0.07,70.1,86.3,53.9,0.09,0.16,2.0,0.0,0.0,0.0,0.0,0.0,3986.172,1,0,0,0,0,0,0,0,0,0,0,0
62404,Small,6.0,13.0,0.0,2.0,0.06,60.0,74.0,45.9,4.47,4.48,1.0,5.0,0.0,0.0,0.0,0.0,770.988,0,0,0,0,0,0,0,0,1,0,0,0
62414,Very Large,8.5,64.0,0.0,13.0,0.0,65.4,86.6,44.2,2.47,3.27,5.0,3.0,0.0,0.0,0.0,0.0,3812.2896,0,0,0,0,0,0,1,0,0,0,0,0
62422,Large,5.6,196.0,0.0,10.0,0.0,71.5,86.5,56.6,2.3000000000000003,4.48,7.0,0.0,0.0,0.0,0.0,0.0,3165.972,0,0,0,0,0,1,0,0,0,0,0,0
62480,Very Large,5.1,46.0,0.0,2.0,0.03,64.8,76.2,53.4,13.509999999999998,13.53,3.0,6.0,0.0,0.0,0.0,0.0,1026.8904,0,0,0,0,0,0,1,0,0,0,0,0
62497,Small,4.7,332.0,1.0,21.0,0.1,75.7,92.2,59.2,10.82,13.53,19.0,0.0,0.0,0.0,0.0,0.0,1354.9704000000002,0,1,0,0,0,0,0,0,0,0,0,0
62503,Medium,4.7,332.0,1.0,21.0,0.1,75.7,92.2,59.2,10.82,13.53,19.0,0.0,0.0,0.0,0.0,0.0,1830.6864,0,1,0,0,0,0,0,0,0,0,0,0
62531,Medium,6.9,295.0,1.0,24.0,1.62,75.2,94.2,56.1,7.470000000000001,9.13,12.0,1.0,0.0,0.0,0.0,0.0,3838.536,0,0,0,0,0,1,0,0,0,0,0,0
62538,Medium,6.9,295.0,1.0,24.0,1.62,75.2,94.2,56.1,7.470000000000001,9.13,12.0,1.0,0.0,0.0,0.0,0.0,3838.536,0,0,0,0,0,1,0,0,0,0,0,0
62550,Small,4.7,332.0,1.0,21.0,0.1,75.7,92.2,59.2,10.82,13.53,19.0,0.0,0.0,0.0,0.0,0.0,3658.092,0,1,0,0,0,0,0,0,0,0,0,0
62626,Large,4.9,189.0,0.0,16.0,0.0,70.7,87.5,53.9,1.41,5.489999999999999,27.0,0.0,0.0,0.0,0.0,0.0,518.3664,0,0,0,0,0,0,0,0,0,0,0,1
62637,Small,5.1,0.0,6.0,0.0,3.13,54.3,61.9,46.6,2.3600000000000003,6.580000000000001,0.0,5.0,0.0,0.0,0.0,0.0,511.8048,0,0,0,1,0,0,0,0,0,0,0,0
62654,Small,5.1,43.0,0.0,6.0,0.0,64.2,79.8,48.5,5.489999999999999,5.489999999999999,4.0,4.0,0.0,0.0,0.0,0.0,902.22,0,0,0,0,0,0,0,0,1,0,0,0
62671,Medium,5.1,211.0,0.0,12.0,0.02,71.8,87.8,55.8,4.17,5.489999999999999,18.0,0.0,0.0,0.0,0.0,0.0,3313.608,0,1,0,0,0,0,0,0,0,0,0,0
62714,Small,7.6,274.0,1.0,22.0,0.45,74.4,94.1,54.8,9.72,20.22,10.0,0.0,0.0,0.0,0.0,0.0,2828.0496000000003,0,0,0,0,0,1,0,0,0,0,0,0
62723,Small,7.6,274.0,1.0,22.0,0.45,74.4,94.1,54.8,9.72,20.22,10.0,0.0,0.0,0.0,0.0,0.0,3599.0376,0,0,0,0,0,1,0,0,0,0,0,0
62737,Very Large,4.5,87.0,0.0,12.0,0.17,67.3,85.7,48.8,4.46,28.76,36.0,1.0,0.0,0.0,0.0,0.0,4711.2288,0,0,0,0,0,0,0,0,0,0,0,1
62739,Large,7.2,64.0,0.0,10.0,0.01,64.3,85.2,43.5,3.81,20.22,39.0,2.0,0.0,0.0,0.0,0.0,3713.8656,0,0,0,0,0,0,0,0,0,0,0,1
62742,Small,4.5,87.0,0.0,12.0,0.17,67.3,85.7,48.8,4.46,28.76,36.0,1.0,0.0,0.0,0.0,0.0,902.22,0,0,0,0,0,0,0,0,0,0,0,1
62749,Medium,4.5,87.0,0.0,12.0,0.17,67.3,85.7,48.8,4.46,28.76,36.0,1.0,0.0,0.0,0.0,0.0,902.22,0,0,0,0,0,0,0,0,0,0,0,1
62851,Large,4.9,141.0,0.0,0.0,0.02,69.7,75.4,64.0,6.61,6.75,0.0,4.0,0.0,0.0,0.0,0.0,449.4696,0,0,0,0,0,0,1,0,0,0,0,0
62856,Very Large,4.9,413.0,0.0,27.0,0.37,78.3,93.6,63.0,9.02,10.32,12.0,1.0,0.0,0.0,0.0,0.0,2562.3048000000003,0,0,0,0,0,1,0,0,0,0,0,0
62867,Medium,4.5,227.0,0.0,15.0,0.19,72.3,88.6,56.0,8.12,10.32,39.0,0.0,0.0,0.0,0.0,0.0,1177.8072,0,1,0,0,0,0,0,0,0,0,0,0
62897,Small,4.9,314.0,0.0,2.0,0.17,75.5,81.2,69.7,6.23,6.75,0.0,1.0,0.0,0.0,0.0,0.0,1466.5176,0,0,0,0,0,1,0,0,0,0,0,0
62942,Large,4.3,16.0,1.0,2.0,0.2,60.7,76.4,44.9,3.06,10.32,29.0,0.0,0.0,0.0,0.0,0.0,3405.4704,0,0,0,0,0,0,0,0,0,0,1,0
62957,Very Large,4.0,16.0,1.0,3.0,0.17,58.3,75.9,40.7,1.52,10.32,16.0,1.0,0.0,0.0,0.0,0.0,3001.932,0,0,0,0,0,0,0,0,0,1,0,0
62994,Small,8.7,0.0,4.0,0.0,0.92,47.8,63.3,32.2,0.7500000000000001,5.24,0.0,1.0,0.0,0.0,0.0,0.0,2634.4824000000003,0,0,1,0,0,0,0,0,0,0,0,0
63005,Medium,6.5,0.0,3.0,0.0,0.6,54.7,67.8,41.6,1.5,5.6,2.0,3.0,0.0,0.0,0.0,0.0,738.1800000000001,0,0,1,0,0,0,0,0,0,0,0,0
63051,Small,7.4,281.0,1.0,25.0,0.13,74.1,92.9,55.3,4.46,5.82,16.0,0.0,0.0,0.0,0.0,0.0,3185.6568,0,0,0,0,0,1,0,0,0,0,0,0
63062,Large,4.9,154.0,0.0,0.0,0.0,70.0,78.4,61.5,4.61,6.44,1.0,0.0,0.0,0.0,0.0,0.0,961.2744,0,0,0,0,0,1,0,0,0,0,0,0
63063,Medium,4.9,154.0,0.0,0.0,0.0,70.0,78.4,61.5,4.61,6.44,1.0,0.0,0.0,0.0,0.0,0.0,1069.5408,0,0,0,0,0,1,0,0,0,0,0,0
63065,Small,4.9,154.0,0.0,0.0,0.0,70.0,78.4,61.5,4.61,6.44,1.0,0.0,0.0,0.0,0.0,0.0,331.36080000000004,0,0,0,0,0,1,0,0,0,0,0,0
63071,Large,5.1,245.0,0.0,16.0,0.02,72.9,89.7,56.0,4.529999999999999,5.869999999999999,14.0,0.0,0.0,0.0,0.0,0.0,1456.6752,0,0,0,0,0,1,0,0,0,0,0,0
63131,Medium,3.8,6.0,1.0,1.0,2.56,58.1,73.6,42.6,0.36,5.869999999999999,17.0,1.0,0.0,0.0,0.0,0.0,1486.2024,0,0,0,0,0,0,0,0,0,1,0,0
63162,Medium,4.9,32.0,1.0,0.0,0.14,61.7,67.0,56.3,11.51,11.76,0.0,0.0,0.0,0.0,0.0,0.0,1154.8416,0,0,0,0,0,0,0,0,1,0,0,0
63193,Small,4.9,177.0,0.0,12.0,0.02,70.4,88.5,52.3,11.84,13.839999999999998,9.0,2.0,0.0,0.0,0.0,0.0,682.4064000000001,0,0,0,0,0,0,1,0,0,0,0,0
63246,Large,8.7,38.0,0.0,4.0,0.1,63.0,81.3,44.6,1.37,8.92,42.0,1.0,0.0,0.0,0.0,0.0,2723.0640000000003,0,0,0,0,0,0,0,0,0,0,1,0
63280,Very Large,4.7,293.0,0.0,20.0,0.02,74.4,90.4,58.4,4.88,13.839999999999998,28.0,0.0,0.0,0.0,0.0,0.0,531.4896,0,1,0,0,0,0,0,0,0,0,0,0
63294,Small,6.5,197.0,0.0,19.0,0.0,71.2,90.2,52.2,1.75,8.92,48.0,1.0,0.0,0.0,0.0,0.0,1072.8216,0,0,0,0,0,0,0,0,0,0,0,1
63300,Medium,4.5,148.0,1.0,6.0,0.12,69.0,82.3,55.7,0.24,5.859999999999999,1.0,0.0,0.0,0.0,0.0,0.0,620.0712,0,0,0,0,0,0,0,0,0,0,1,0
63311,Medium,7.6,6.0,3.0,0.0,1.6,56.8,71.5,42.1,1.46,8.92,23.0,0.0,0.0,0.0,0.0,0.0,2496.6888,0,0,0,0,0,0,0,0,0,1,0,0
63325,Medium,5.6,232.0,0.0,17.0,0.0,72.7,89.0,56.4,8.5,9.07,10.0,3.0,0.0,0.0,0.0,0.0,1276.2312000000002,0,0,0,0,0,0,1,0,0,0,0,0
63379,Large,3.1,0.0,6.0,0.0,3.88,49.9,63.5,36.4,0.0,11.01,0.0,0.0,0.0,0.0,0.0,0.0,1581.3456,0,0,0,0,1,0,0,0,0,0,0,0
63424,Large,8.3,554.0,0.0,30.0,0.0,82.9,100.6,65.1,2.42,2.49,21.0,1.0,0.0,0.0,0.0,0.0,-85.30080000000001,0,0,0,0,0,0,0,0,1,0,0,0
63491,Medium,6.7,187.0,0.0,15.0,0.0,71.2,88.0,54.4,11.95,12.79,7.0,3.0,0.0,0.0,0.0,0.0,787.392,0,0,0,0,0,0,1,0,0,0,0,0
63501,Very Large,5.6,232.0,0.0,17.0,0.0,72.7,89.0,56.4,8.5,9.07,10.0,3.0,0.0,0.0,0.0,0.0,1302.4776000000002,0,0,0,0,0,0,1,0,0,0,0,0
63521,Medium,5.6,232.0,0.0,17.0,0.0,72.7,89.0,56.4,8.5,9.07,10.0,3.0,0.0,0.0,0.0,0.0,1669.9272,0,0,0,0,0,0,1,0,0,0,0,0
63525,Medium,5.6,232.0,0.0,17.0,0.0,72.7,89.0,56.4,8.5,9.07,10.0,3.0,0.0,0.0,0.0,0.0,1702.7352,0,0,0,0,0,0,1,0,0,0,0,0
63536,Very Large,5.6,232.0,0.0,17.0,0.0,72.7,89.0,56.4,8.5,9.07,10.0,3.0,0.0,0.0,0.0,0.0,1394.34,0,0,0,0,0,0,1,0,0,0,0,0
63552,Medium,5.6,292.0,0.0,15.0,0.01,74.7,90.4,59.0,8.49,9.07,25.0,0.0,0.0,0.0,0.0,0.0,1240.1424,0,0,0,0,0,1,0,0,0,0,0,0
63553,Small,5.6,292.0,0.0,15.0,0.01,74.7,90.4,59.0,8.49,9.07,25.0,0.0,0.0,0.0,0.0,0.0,1709.2968,0,0,0,0,0,1,0,0,0,0,0,0
63556,Medium,7.6,805.0,0.0,31.0,0.01,91.0,105.7,76.3,3.26,3.3800000000000003,57.0,0.0,0.0,0.0,0.0,0.0,2644.3248000000003,0,0,0,0,0,1,0,0,0,0,0,0
63565,Very Large,5.6,292.0,0.0,15.0,0.01,74.7,90.4,59.0,8.49,9.07,25.0,0.0,0.0,0.0,0.0,0.0,1965.1992,0,0,0,0,0,1,0,0,0,0,0,0
63570,Medium,4.9,97.0,0.0,0.0,0.0,68.0,77.9,58.1,11.02,11.01,0.0,0.0,0.0,0.0,0.0,0.0,1499.3256,0,0,0,0,0,1,0,0,0,0,0,0
63572,Small,7.6,805.0,0.0,31.0,0.01,91.0,105.7,76.3,3.26,3.3800000000000003,57.0,0.0,0.0,0.0,0.0,0.0,2394.984,0,0,0,0,0,1,0,0,0,0,0,0
63584,Medium,5.6,292.0,0.0,15.0,0.01,74.7,90.4,59.0,8.49,9.07,25.0,0.0,0.0,0.0,0.0,0.0,2073.4656,0,0,0,0,0,1,0,0,0,0,0,0
63619,Large,5.6,292.0,0.0,15.0,0.01,74.7,90.4,59.0,8.49,9.07,25.0,0.0,0.0,0.0,0.0,0.0,1994.7264,0,0,0,0,0,1,0,0,0,0,0,0
63621,Medium,7.6,805.0,0.0,31.0,0.01,91.0,105.7,76.3,3.26,3.3800000000000003,57.0,0.0,0.0,0.0,0.0,0.0,5032.7472,0,0,0,0,0,1,0,0,0,0,0,0
63626,Small,5.1,383.0,0.0,25.0,0.0,77.4,94.2,60.5,6.0,9.07,32.0,0.0,0.0,0.0,0.0,0.0,1965.1992,0,1,0,0,0,0,0,0,0,0,0,0
63643,Medium,5.1,383.0,0.0,25.0,0.0,77.4,94.2,60.5,6.0,9.07,32.0,0.0,0.0,0.0,0.0,0.0,1499.3256,0,1,0,0,0,0,0,0,0,0,0,0
63671,Small,4.5,283.0,0.0,18.0,0.0,74.4,91.7,57.2,1.7200000000000002,9.07,40.0,0.0,0.0,0.0,0.0,0.0,1522.2912,0,0,0,0,0,0,0,0,0,0,0,1
63699,Large,5.1,224.0,0.0,16.0,0.0,73.3,90.4,56.2,1.9,12.79,32.0,1.0,0.0,0.0,0.0,0.0,872.6928,0,0,0,0,0,0,0,0,0,0,0,1
63776,Large,5.4,1.0,0.0,0.0,0.0,56.3,76.9,35.7,0.09,0.16,0.0,0.0,0.0,0.0,0.0,0.0,-68.8968,0,0,0,1,0,0,0,0,0,0,0,0
63800,Small,5.1,0.0,1.0,1.0,0.15,55.2,73.7,36.7,1.97,2.8800000000000003,0.0,3.0,0.0,0.0,0.0,0.0,1512.4488,0,0,0,1,0,0,0,0,0,0,0,0
63827,Very Large,5.6,0.0,1.0,0.0,0.3,55.8,71.4,40.2,2.26,2.92,1.0,1.0,0.0,0.0,0.0,0.0,957.9936,0,0,0,0,0,0,0,1,0,0,0,0
63828,Medium,5.6,0.0,1.0,0.0,0.3,55.8,71.4,40.2,2.26,2.92,1.0,1.0,0.0,0.0,0.0,0.0,1433.7096,0,0,0,0,0,0,0,1,0,0,0,0
63860,Large,5.6,0.0,1.0,0.0,0.3,55.8,71.4,40.2,2.26,2.92,1.0,1.0,0.0,0.0,0.0,0.0,3047.8632,0,0,0,0,0,0,0,1,0,0,0,0
63868,Large,5.1,15.0,1.0,1.0,0.36,60.6,73.5,47.6,2.56,2.92,1.0,1.0,0.0,0.0,0.0,0.0,1965.1992,1,0,0,0,0,0,0,0,0,0,0,0
63965,Small,8.1,695.0,0.0,30.0,0.0,88.2,104.6,71.8,0.22,0.39,34.0,0.0,0.0,0.0,0.0,0.0,748.0224000000001,0,0,0,0,0,0,1,0,0,0,0,0
63987,Medium,6.7,148.0,0.0,12.0,0.0,71.0,87.1,54.9,1.92,2.8800000000000003,6.0,1.0,0.0,0.0,0.0,0.0,544.6128,0,0,0,0,0,0,1,0,0,0,0,0
64045,Small,4.9,311.0,0.0,20.0,0.0,75.4,91.5,59.2,0.7,2.92,34.0,0.0,0.0,0.0,0.0,0.0,1768.3512,0,1,0,0,0,0,0,0,0,0,0,0
64069,Medium,6.9,595.0,0.0,27.0,0.06,84.8,103.2,66.4,0.07,0.16,62.0,0.0,0.0,0.0,0.0,0.0,-118.1088,0,0,0,0,0,0,0,0,0,0,0,1
64119,Large,5.1,36.0,0.0,4.0,0.01,61.3,77.2,45.3,2.71,11.36,1.0,6.0,0.0,0.0,0.0,0.0,698.8104000000001,0,0,0,0,1,0,0,0,0,0,0,0
64124,Very Large,5.6,1.0,2.0,0.0,0.93,57.1,71.9,42.3,0.43,1.73,1.0,0.0,0.0,0.0,0.0,0.0,-29.5272,0,0,0,1,0,0,0,0,0,0,0,0
64185,Small,5.8,147.0,0.0,6.0,0.03,69.7,81.8,57.7,10.749999999999998,11.36,5.0,2.0,0.0,0.0,0.0,0.0,1450.1136,0,0,0,0,0,0,1,0,0,0,0,0
64204,Very Large,5.1,457.0,0.0,30.0,0.14,79.8,95.3,64.2,8.879999999999999,11.36,11.0,1.0,0.0,0.0,0.0,0.0,1384.4976,0,0,0,0,0,1,0,0,0,0,0,0
64207,Large,5.1,457.0,0.0,30.0,0.14,79.8,95.3,64.2,8.879999999999999,11.36,11.0,1.0,0.0,0.0,0.0,0.0,2240.7864,0,0,0,0,0,1,0,0,0,0,0,0
64218,Small,8.7,603.0,0.0,27.0,0.0,85.8,100.8,70.8,3.24,3.4000000000000004,22.0,0.0,0.0,0.0,0.0,0.0,1784.7552,0,0,0,0,0,0,1,0,0,0,0,0
64230,Large,5.8,147.0,0.0,6.0,0.03,69.7,81.8,57.7,10.749999999999998,11.36,5.0,2.0,0.0,0.0,0.0,0.0,1253.2656,0,0,0,0,0,0,1,0,0,0,0,0
64234,Very Large,8.7,603.0,0.0,27.0,0.0,85.8,100.8,70.8,3.24,3.4000000000000004,22.0,0.0,0.0,0.0,0.0,0.0,2283.4368,0,0,0,0,0,0,1,0,0,0,0,0
64249,Medium,7.4,920.0,1.0,31.0,0.17,94.7,108.1,81.2,2.84,3.4000000000000004,47.0,0.0,0.0,0.0,0.0,0.0,2929.7544000000003,0,0,0,0,0,1,0,0,0,0,0,0
64252,Medium,7.4,920.0,1.0,31.0,0.17,94.7,108.1,81.2,2.84,3.4000000000000004,47.0,0.0,0.0,0.0,0.0,0.0,1623.996,0,0,0,0,0,1,0,0,0,0,0,0
64256,Very Large,7.4,920.0,1.0,31.0,0.17,94.7,108.1,81.2,2.84,3.4000000000000004,47.0,0.0,0.0,0.0,0.0,0.0,2394.984,0,0,0,0,0,1,0,0,0,0,0,0
64290,Very Large,5.1,450.0,0.0,28.0,0.0,80.5,97.4,63.7,9.01,11.36,36.0,0.0,0.0,0.0,0.0,0.0,1847.0904,0,1,0,0,0,0,0,0,0,0,0,0
64292,Very Large,5.1,450.0,0.0,28.0,0.0,80.5,97.4,63.7,9.01,11.36,36.0,0.0,0.0,0.0,0.0,0.0,1978.3224,0,1,0,0,0,0,0,0,0,0,0,0
64314,Medium,7.4,920.0,1.0,31.0,0.17,94.7,108.1,81.2,2.84,3.4000000000000004,47.0,0.0,0.0,0.0,0.0,0.0,2657.4480000000003,0,0,0,0,0,1,0,0,0,0,0,0
64318,Small,5.1,450.0,0.0,28.0,0.0,80.5,97.4,63.7,9.01,11.36,36.0,0.0,0.0,0.0,0.0,0.0,1479.6408,0,1,0,0,0,0,0,0,0,0,0,0
64342,Large,6.5,857.0,2.0,31.0,0.33,92.6,104.9,80.3,2.47,3.4000000000000004,58.0,1.0,0.0,0.0,0.0,0.0,3093.7944,0,1,0,0,0,0,0,0,0,0,0,0
64367,Small,4.3,344.0,0.0,23.0,0.0,76.5,93.1,59.9,4.74,11.36,58.0,0.0,0.0,0.0,0.0,0.0,1515.7296,0,0,0,0,0,0,0,0,0,0,0,1
64369,Large,4.3,344.0,0.0,23.0,0.0,76.5,93.1,59.9,4.74,11.36,58.0,0.0,0.0,0.0,0.0,0.0,2581.9896000000003,0,0,0,0,0,0,0,0,0,0,0,1
64376,Large,4.3,344.0,0.0,23.0,0.0,76.5,93.1,59.9,4.74,11.36,58.0,0.0,0.0,0.0,0.0,0.0,1535.4144,0,0,0,0,0,0,0,0,0,0,0,1
64408,Large,4.0,218.0,0.0,17.0,0.0,71.5,88.1,54.9,1.79,11.36,51.0,0.0,0.0,0.0,0.0,0.0,1502.6064,0,0,0,0,0,0,0,0,0,0,1,0
64475,Small,9.8,471.0,0.0,30.0,0.0,80.2,96.5,63.9,2.0700000000000003,2.0700000000000003,30.0,3.0,0.0,0.0,0.0,0.0,-108.2664,0,0,0,0,0,0,0,0,1,0,0,0
64502,Medium,8.1,643.0,0.0,29.0,0.0,86.4,101.5,71.3,2.19,3.28,33.0,0.0,0.0,0.0,0.0,0.0,2204.6976,0,0,0,0,0,0,1,0,0,0,0,0
64547,Large,6.7,77.0,0.0,0.0,0.0,67.5,72.5,62.6,5.699999999999999,6.09,4.0,2.0,0.0,0.0,0.0,0.0,898.9392,0,0,0,0,0,0,1,0,0,0,0,0
64573,Small,5.1,379.0,0.0,24.0,0.0,77.2,93.5,60.9,4.99,6.24,17.0,0.0,0.0,0.0,0.0,0.0,1768.3512,0,0,0,0,0,1,0,0,0,0,0,0
64587,Medium,5.1,379.0,0.0,24.0,0.0,77.2,93.5,60.9,4.99,6.24,17.0,0.0,0.0,0.0,0.0,0.0,1282.7928000000002,0,0,0,0,0,1,0,0,0,0,0,0
64591,Medium,7.4,860.0,0.0,31.0,0.0,92.7,107.3,78.2,1.79,3.28,52.0,0.0,0.0,0.0,0.0,0.0,2470.4424,0,0,0,0,0,1,0,0,0,0,0,0
64603,Medium,5.1,379.0,0.0,24.0,0.0,77.2,93.5,60.9,4.99,6.24,17.0,0.0,0.0,0.0,0.0,0.0,902.22,0,0,0,0,0,1,0,0,0,0,0,0
64606,Small,7.6,812.0,0.0,31.0,0.0,91.2,106.8,75.6,1.19,2.0700000000000003,58.0,0.0,0.0,0.0,0.0,0.0,-183.7248,0,0,0,0,0,1,0,0,0,0,0,0
64701,Small,5.6,256.0,0.0,3.0,0.01,73.5,81.9,65.2,1.09,6.09,0.0,0.0,0.0,0.0,0.0,0.0,1266.3888000000002,0,0,0,0,0,0,0,0,0,0,0,1
64748,Large,8.3,146.0,0.0,6.0,0.0,69.9,85.5,54.3,6.5,6.5,1.0,6.0,0.0,0.0,0.0,0.0,324.79920000000004,1,0,0,0,0,0,0,0,0,0,0,0
64756,Medium,5.1,4.0,2.0,0.0,0.72,60.7,75.6,45.7,18.91,19.629999999999995,0.0,11.0,0.0,0.0,0.0,0.0,2454.0384,1,0,0,0,0,0,0,0,0,0,0,0
64757,Medium,5.1,4.0,2.0,0.0,0.72,60.7,75.6,45.7,18.91,19.629999999999995,0.0,11.0,0.0,0.0,0.0,0.0,620.0712,1,0,0,0,0,0,0,0,0,0,0,0
64761,Medium,5.1,4.0,2.0,0.0,0.72,60.7,75.6,45.7,18.91,19.629999999999995,0.0,11.0,0.0,0.0,0.0,0.0,1453.3944,1,0,0,0,0,0,0,0,0,0,0,0
64764,Small,8.3,490.0,0.0,21.0,0.02,80.8,95.4,66.2,10.070000000000002,11.13,10.0,1.0,0.0,0.0,0.0,0.0,1742.1048,0,0,0,0,0,0,0,0,1,0,0,0
64779,Small,4.9,109.0,1.0,7.0,0.24,67.5,81.2,53.8,17.07,19.629999999999995,0.0,5.0,0.0,0.0,0.0,0.0,1814.2824,0,0,0,0,0,0,0,0,1,0,0,0
64787,Medium,8.3,490.0,0.0,21.0,0.02,80.8,95.4,66.2,10.070000000000002,11.13,10.0,1.0,0.0,0.0,0.0,0.0,2644.3248000000003,0,0,0,0,0,0,0,0,1,0,0,0
64842,Medium,9.4,585.0,0.0,28.0,0.0,84.5,99.9,69.1,9.02,11.13,26.0,0.0,0.0,0.0,0.0,0.0,1532.1336,0,0,0,0,0,0,1,0,0,0,0,0
64855,Large,9.4,585.0,0.0,28.0,0.0,84.5,99.9,69.1,9.02,11.13,26.0,0.0,0.0,0.0,0.0,0.0,2477.004,0,0,0,0,0,0,1,0,0,0,0,0
64869,Large,9.4,585.0,0.0,28.0,0.0,84.5,99.9,69.1,9.02,11.13,26.0,0.0,0.0,0.0,0.0,0.0,1555.0992,0,0,0,0,0,0,1,0,0,0,0,0
64876,Large,9.4,585.0,0.0,28.0,0.0,84.5,99.9,69.1,9.02,11.13,26.0,0.0,0.0,0.0,0.0,0.0,2519.6544000000004,0,0,0,0,0,0,1,0,0,0,0,0
64880,Medium,9.4,585.0,0.0,28.0,0.0,84.5,99.9,69.1,9.02,11.13,26.0,0.0,0.0,0.0,0.0,0.0,1623.996,0,0,0,0,0,0,1,0,0,0,0,0
64884,Small,5.6,443.0,0.0,29.0,0.0,79.3,95.0,63.6,14.53,19.629999999999995,14.0,1.0,0.0,0.0,0.0,0.0,1492.764,0,0,0,0,0,1,0,0,0,0,0,0
64885,Large,5.6,443.0,0.0,29.0,0.0,79.3,95.0,63.6,14.53,19.629999999999995,14.0,1.0,0.0,0.0,0.0,0.0,2454.0384,0,0,0,0,0,1,0,0,0,0,0,0
64893,Large,5.6,443.0,0.0,29.0,0.0,79.3,95.0,63.6,14.53,19.629999999999995,14.0,1.0,0.0,0.0,0.0,0.0,1587.9072,0,0,0,0,0,1,0,0,0,0,0,0
64929,Small,5.6,443.0,0.0,29.0,0.0,79.3,95.0,63.6,14.53,19.629999999999995,14.0,1.0,0.0,0.0,0.0,0.0,1420.5864,0,0,0,0,0,1,0,0,0,0,0,0
64952,Large,7.2,867.0,0.0,31.0,0.0,93.0,108.2,77.7,4.19,6.84,54.0,0.0,0.0,0.0,0.0,0.0,3106.9176,0,0,0,0,0,1,0,0,0,0,0,0
64976,Small,5.6,443.0,0.0,29.0,0.0,79.3,95.0,63.6,14.53,19.629999999999995,14.0,1.0,0.0,0.0,0.0,0.0,905.5008,0,0,0,0,0,1,0,0,0,0,0,0
64999,Medium,5.1,407.0,0.0,23.0,0.0,78.1,93.6,62.6,8.49,19.629999999999995,36.0,0.0,0.0,0.0,0.0,0.0,2063.6232,0,1,0,0,0,0,0,0,0,0,0,0
65027,Small,6.9,869.0,0.0,31.0,0.12,93.0,106.7,79.4,3.5500000000000003,11.13,59.0,0.0,0.0,0.0,0.0,0.0,2372.0184,0,1,0,0,0,0,0,0,0,0,0,0
65046,Small,7.2,579.0,0.0,30.0,0.07,84.3,99.7,68.9,0.43,11.13,62.0,0.0,0.0,0.0,0.0,0.0,1555.0992,0,0,0,0,0,0,0,0,0,0,0,1
65053,Small,7.2,579.0,0.0,30.0,0.07,84.3,99.7,68.9,0.43,11.13,62.0,0.0,0.0,0.0,0.0,0.0,1177.8072,0,0,0,0,0,0,0,0,0,0,0,1
65056,Very Large,4.5,195.0,0.0,14.0,0.06,71.5,87.6,55.3,2.0,19.629999999999995,52.0,0.0,0.0,0.0,0.0,0.0,1804.44,0,0,0,0,0,0,0,0,0,0,0,1
65057,Medium,7.2,579.0,0.0,30.0,0.07,84.3,99.7,68.9,0.43,11.13,62.0,0.0,0.0,0.0,0.0,0.0,1932.3912,0,0,0,0,0,0,0,0,0,0,0,1
65061,Small,7.2,579.0,0.0,30.0,0.07,84.3,99.7,68.9,0.43,11.13,62.0,0.0,0.0,0.0,0.0,0.0,1706.016,0,0,0,0,0,0,0,0,0,0,0,1
65085,Small,6.7,285.0,2.0,19.0,2.08,74.2,89.5,58.8,0.0,6.84,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0
65235,Medium,5.6,87.0,1.0,2.0,0.31,67.1,79.8,54.5,5.43,6.73,0.0,9.0,0.0,0.0,0.0,0.0,1541.976,0,0,0,0,0,0,0,0,1,0,0,0
65239,Very Large,5.6,325.0,0.0,18.0,0.01,75.8,91.0,60.6,5.699999999999999,6.73,2.0,4.0,0.0,0.0,0.0,0.0,2076.7464,0,0,0,0,0,0,1,0,0,0,0,0
