,AcresBurned,AWND,CLDD,DP10,DX90,PRCP,TAVG,TMAX,TMIN,PRCP_6M,PRCP_RS,DX90_2M,DP10_2M,Receives Snow,Mar_SP,Mar_WC,Mar_Dens,Elevation,Apr,Aug,Dec,Feb,Jan,Jul,Jun,Mar,May,Nov,Oct,Sep
125,69.0,6.9,627.0,0.0,30.0,0.0,85.2,99.5,70.9,7.14,17.09,54.0,0.0,1,73.5,37.5,0.51,1620.7152,0,1,0,0,0,0,0,0,0,0,0,0
126,79.0,5.4,106.0,3.0,3.0,1.13,62.8,70.7,54.8,21.770000000000003,87.17999999999999,1.0,1.0,1,87.0,41.0,0.47,3795.8856,0,0,0,0,0,0,0,0,0,0,0,1
127,650.0,8.3,352.0,2.0,25.0,0.5,76.6,97.5,55.8,2.64,3.04,4.0,4.0,1,65.5,25.5,0.39,7686.914400000001,0,0,0,0,0,0,1,0,0,0,0,0
128,22.0,6.0,233.0,0.0,12.0,0.12,72.1,86.9,57.4,7.699999999999999,21.47,40.0,0.0,1,6.5,3.0,0.46,656.1600000000001,0,0,0,0,0,0,0,0,0,0,0,1
129,2944.0,7.8,290.0,0.0,23.0,0.0,74.3,94.7,54.0,6.02,8.09,26.0,0.0,1,42.0,23.0,0.55,1988.1648,0,0,0,0,0,1,0,0,0,0,0,0
130,650.0,7.6,304.0,0.0,20.0,0.0,74.8,94.2,55.3,7.33,9.64,42.0,0.0,0,0.0,0.0,0.0,1302.4776000000002,0,1,0,0,0,0,0,0,0,0,0,0
131,100.0,4.5,112.0,0.0,0.0,0.0,68.6,76.9,60.3,8.959999999999999,11.14,0.0,5.0,0,0.0,0.0,0.0,587.2632,0,0,0,0,0,1,0,0,0,0,0,0
132,124.0,7.8,560.0,0.0,31.0,0.0,83.1,99.9,66.3,11.9,16.779999999999998,33.0,1.0,1,106.5,44.5,0.42,1689.612,0,0,0,0,0,1,0,0,0,0,0,0
133,4064.0,8.1,305.0,0.0,26.0,0.0,75.2,96.4,53.9,1.34,1.2200000000000002,6.0,2.0,1,83.0,23.5,0.28,8743.332,0,0,0,0,0,0,1,0,0,0,0,0
134,2995.0,8.3,468.0,0.0,29.0,0.0,80.1,98.1,62.0,2.39,3.81,53.0,0.0,0,0.0,0.0,0.0,531.4896,0,1,0,0,0,0,0,0,0,0,0,0
135,50.0,5.8,25.0,0.0,0.0,0.0,64.6,75.3,53.9,13.66,18.130000000000003,0.0,1.0,0,0.0,0.0,0.0,997.3632,0,0,0,0,0,1,0,0,0,0,0,0
136,4564.0,7.4,292.0,0.0,20.0,0.0,74.7,91.9,57.5,6.15,7.029999999999999,3.0,3.0,0,0.0,0.0,0.0,341.20320000000004,0,0,0,0,0,0,1,0,0,0,0,0
137,150.0,6.5,71.0,0.0,2.0,0.04,66.3,79.7,52.8,15.03,15.07,2.0,9.0,0,0.0,0.0,0.0,3179.0952,1,0,0,0,0,0,0,0,0,0,0,0
138,7000.0,6.7,535.0,0.0,30.0,0.0,82.3,98.8,65.7,4.94,14.18,54.0,0.0,1,169.0,85.0,0.5,5114.7672,0,1,0,0,0,0,0,0,0,0,0,0
139,355.0,4.3,0.0,3.0,0.0,0.75,54.2,69.3,39.1,3.56,25.71,16.0,1.0,1,6.5,3.0,0.46,124.6704,0,0,0,0,0,0,0,0,0,1,0,0
140,289.0,6.5,447.0,0.0,30.0,0.0,79.4,97.7,61.1,5.67,7.22,52.0,0.0,1,82.0,31.5,0.38,456.0312,0,1,0,0,0,0,0,0,0,0,0,0
141,30.0,7.6,454.0,0.0,31.0,0.0,79.6,102.1,57.2,3.0800000000000005,3.04,29.0,3.0,1,36.0,7.5,0.21,5268.964800000001,0,0,0,0,0,1,0,0,0,0,0,0
142,1083.0,6.5,748.0,0.0,31.0,0.0,89.1,102.8,75.5,4.789999999999999,7.76,36.0,0.0,1,86.5,44.0,0.51,2975.6856,0,0,0,0,0,1,0,0,0,0,0,0
143,208.0,12.1,317.0,0.0,12.0,0.0,75.2,86.1,64.4,14.97,15.45,1.0,6.0,1,79.5,30.5,0.38,3172.5336,0,0,0,0,0,1,0,0,0,0,0,0
144,33.0,5.8,513.0,0.0,29.0,0.01,81.6,96.7,66.4,7.959999999999999,13.2,27.0,0.0,0,0.0,0.0,0.0,2073.4656,0,0,0,0,0,1,0,0,0,0,0,0
145,18703.0,5.1,674.0,0.0,30.0,0.0,86.7,103.2,70.3,14.049999999999995,19.03,30.0,1.0,1,35.0,14.0,0.4,6866.714400000001,0,0,0,0,0,1,0,0,0,0,0,0
146,37.0,6.5,76.0,1.0,6.0,0.33,65.5,82.1,49.0,5.45,46.22,47.0,2.0,1,112.0,56.0,0.5,1213.896,0,0,0,0,0,0,0,0,0,0,1,0
147,15.0,6.5,375.0,0.0,16.0,0.0,77.4,89.9,65.0,3.23,15.21,55.0,0.0,0,0.0,0.0,0.0,3566.2296,0,0,0,0,0,0,0,0,0,0,0,1
148,45.0,5.4,442.0,0.0,21.0,0.0,79.3,93.2,65.3,6.050000000000001,6.48,15.0,1.0,0,0.0,0.0,0.0,1797.8784,0,0,0,0,0,1,0,0,0,0,0,0
149,63311.0,4.3,270.0,0.0,21.0,0.03,74.0,92.4,55.6,8.84,19.03,59.0,0.0,1,33.0,13.0,0.39,1197.492,0,0,0,0,0,0,0,0,0,0,0,1
150,3380.0,6.5,392.0,0.0,26.0,0.0,77.6,94.2,61.1,5.8500000000000005,10.4,37.0,2.0,1,110.0,48.0,0.44,5147.5752,0,1,0,0,0,0,0,0,0,0,0,0
151,75.0,5.8,361.0,0.0,21.0,0.0,76.2,90.4,62.0,1.08,7.76,57.0,1.0,0,0.0,0.0,0.0,2949.4392000000003,0,0,0,0,0,0,0,0,0,0,1,0
152,130.0,6.5,392.0,0.0,26.0,0.0,77.6,94.2,61.1,5.8500000000000005,10.4,37.0,2.0,1,60.5,26.5,0.44,5328.019200000001,0,1,0,0,0,0,0,0,0,0,0,0
153,10.0,4.9,61.0,0.0,0.0,0.0,66.9,74.9,58.8,3.83,4.010000000000001,0.0,0.0,0,0.0,0.0,0.0,475.716,0,0,0,0,0,0,1,0,0,0,0,0
154,193.0,6.9,367.0,2.0,25.0,0.25,76.8,92.9,60.8,8.53,10.4,12.0,1.0,1,110.0,48.0,0.44,4212.5472,0,0,0,0,0,1,0,0,0,0,0,0
155,993.0,6.5,761.0,0.0,31.0,0.0,89.5,102.1,77.0,3.88,3.9300000000000006,26.0,0.0,1,13.0,3.0,0.23,1076.1024,0,0,0,0,0,1,0,0,0,0,0,0
156,22.0,8.1,119.0,0.0,4.0,0.07,68.2,78.4,57.9,5.180000000000001,28.48,1.0,0.0,0,0.0,0.0,0.0,423.2232,0,0,0,0,0,0,0,0,0,0,0,1
157,126.0,9.8,2.0,3.0,0.0,0.67,60.5,76.4,44.7,9.16,9.83,0.0,10.0,1,73.5,37.5,0.51,2408.1072,1,0,0,0,0,0,0,0,0,0,0,0
158,26.0,5.8,549.0,0.0,27.0,0.0,82.7,98.4,67.0,30.630000000000003,37.07,30.0,8.0,1,77.0,34.0,0.44,2647.6056000000003,0,0,0,0,0,1,0,0,0,0,0,0
159,130.0,10.5,388.0,0.0,19.0,0.01,77.9,91.3,64.6,2.46,3.28,22.0,1.0,0,0.0,0.0,0.0,-101.7048,0,0,0,0,0,0,0,0,1,0,0,0
160,32.0,4.5,0.0,0.0,0.0,0.01,58.4,64.6,52.2,31.64,68.14000000000001,0.0,3.0,1,112.0,56.0,0.5,1003.9248,0,1,0,0,0,0,0,0,0,0,0,0
161,426.0,3.6,0.0,1.0,0.0,0.47,44.8,63.1,26.5,6.48,45.99,0.0,3.0,1,102.5,46.0,0.45,6345.0672,0,0,0,0,0,0,0,0,0,0,1,0
162,27.0,4.7,647.0,1.0,31.0,0.1,85.9,102.8,68.9,16.869999999999997,46.22,53.0,2.0,1,51.5,20.0,0.39,6177.7464,0,1,0,0,0,0,0,0,0,0,0,0
163,10.0,8.9,170.0,0.0,15.0,0.0,70.1,89.6,50.6,9.38,9.64,6.0,1.0,0,0.0,0.0,0.0,1387.7784,0,0,0,0,0,0,1,0,0,0,0,0
164,10.0,7.4,152.0,1.0,4.0,0.13,69.5,81.1,57.9,4.45,14.99,8.0,0.0,0,0.0,0.0,0.0,1141.7184,0,0,0,0,0,0,0,0,0,0,0,1
165,51.0,6.5,17.0,0.0,0.0,0.0,64.0,76.5,51.6,6.16,8.99,10.0,0.0,0,0.0,0.0,0.0,731.6184000000001,0,0,0,0,0,0,0,0,0,0,0,1
166,91.0,7.4,82.0,0.0,4.0,0.0,66.3,81.0,51.5,1.12,15.480000000000002,0.0,0.0,0,0.0,0.0,0.0,823.4808,0,0,0,0,0,0,0,0,0,0,1,0
167,20.0,8.1,139.0,0.0,8.0,0.0,69.1,84.9,53.3,9.32,11.28,2.0,5.0,0,0.0,0.0,0.0,688.9680000000001,0,0,0,0,0,0,1,0,0,0,0,0
168,70.0,7.6,167.0,0.0,10.0,0.01,69.5,84.6,54.4,13.56,14.18,0.0,5.0,1,73.5,37.5,0.51,580.7016,0,0,0,0,0,0,0,0,1,0,0,0
169,73.0,4.7,43.0,0.0,9.0,0.09,62.9,84.1,41.6,1.16,15.97,37.0,0.0,0,0.0,0.0,0.0,1138.4376,0,0,0,0,0,0,0,0,0,0,1,0
170,46344.0,6.9,237.0,0.0,23.0,0.0,72.6,92.6,52.6,2.52,8.09,43.0,0.0,0,0.0,0.0,0.0,1049.856,0,1,0,0,0,0,0,0,0,0,0,0
171,33.0,6.7,535.0,0.0,24.0,0.0,82.8,96.5,69.1,7.199999999999999,7.76,13.0,1.0,1,86.5,44.0,0.51,2618.0784000000003,0,0,0,0,0,0,1,0,0,0,0,0
172,213.0,6.9,433.0,0.0,30.0,0.0,79.0,96.8,61.1,8.43,9.84,28.0,6.0,1,146.5,64.5,0.44,367.4496,0,0,0,0,0,1,0,0,0,0,0,0
173,10.0,8.3,77.0,1.0,5.0,0.66,65.9,81.8,50.0,3.31,27.11,47.0,1.0,1,112.0,56.0,0.5,488.8392,0,0,0,0,0,0,0,0,0,0,1,0
174,10.0,4.7,248.0,0.0,0.0,0.0,73.0,80.4,65.6,49.74,87.17999999999999,0.0,5.0,1,87.0,41.0,0.47,2811.6456000000003,0,0,0,0,0,1,0,0,0,0,0,0
175,18.0,7.6,167.0,0.0,10.0,0.01,69.5,84.6,54.4,13.56,14.18,0.0,5.0,1,73.5,37.5,0.51,748.0224000000001,0,0,0,0,0,0,0,0,1,0,0,0
176,12.0,6.3,287.0,0.0,14.0,0.0,74.4,89.7,59.2,5.720000000000001,27.78,57.0,0.0,0,0.0,0.0,0.0,127.9512,0,0,0,0,0,0,0,0,0,0,0,1
177,84.0,6.3,400.0,0.0,21.0,0.0,77.9,93.7,62.1,15.54,21.47,32.0,0.0,0,0.0,0.0,0.0,150.9168,0,1,0,0,0,0,0,0,0,0,0,0
178,157.0,4.7,647.0,1.0,31.0,0.1,85.9,102.8,68.9,16.869999999999997,46.22,53.0,2.0,1,51.5,20.0,0.39,5646.2568,0,1,0,0,0,0,0,0,0,0,0,0
179,42.0,8.5,247.0,0.0,22.0,0.0,72.8,93.3,52.2,13.5,15.97,11.0,5.0,0,0.0,0.0,0.0,1079.3832,0,0,0,0,0,0,1,0,0,0,0,0
180,51.0,5.1,674.0,0.0,30.0,0.0,86.7,103.2,70.3,14.049999999999995,19.03,30.0,1.0,1,58.0,18.5,0.32,2759.1528000000003,0,0,0,0,0,1,0,0,0,0,0,0
181,23.0,5.6,510.0,0.0,28.0,0.0,81.4,95.4,67.5,2.67,4.08,45.0,0.0,0,0.0,0.0,0.0,2289.9984,0,1,0,0,0,0,0,0,0,0,0,0
182,150.0,5.4,250.0,0.0,1.0,0.0,73.1,80.2,65.9,1.7200000000000002,4.9,4.0,0.0,0,0.0,0.0,0.0,1574.784,0,1,0,0,0,0,0,0,0,0,0,0
183,20.0,3.8,357.0,0.0,25.0,0.07,76.5,94.5,58.5,26.17,40.29,39.0,0.0,0,0.0,0.0,0.0,2716.5024000000003,0,1,0,0,0,0,0,0,0,0,0,0
184,14.0,4.7,0.0,0.0,0.0,0.03,55.1,71.9,38.4,0.56,18.130000000000003,6.0,0.0,0,0.0,0.0,0.0,1164.684,0,0,1,0,0,0,0,0,0,0,0,0
185,9217.0,4.9,243.0,0.0,16.0,0.0,72.9,89.9,55.8,0.8200000000000001,14.669999999999998,45.0,1.0,0,0.0,0.0,0.0,383.8536,0,0,0,0,0,0,0,0,0,0,1,0
186,338.0,7.4,521.0,2.0,29.0,1.52,81.8,101.1,62.5,1.34,1.2200000000000002,32.0,1.0,1,83.0,23.5,0.28,7532.7168,0,0,0,0,0,1,0,0,0,0,0,0
187,1314.0,9.6,3.0,0.0,0.0,0.0,61.8,70.2,53.3,6.4,7.129999999999999,0.0,4.0,0,0.0,0.0,0.0,1784.7552,0,0,0,0,0,0,1,0,0,0,0,0
188,25.0,4.7,25.0,0.0,5.0,0.02,60.3,80.1,40.5,5.73,43.64999999999999,22.0,1.0,0,0.0,0.0,0.0,1400.9016,0,0,0,0,0,0,0,0,0,0,1,0
189,140.0,5.6,13.0,0.0,2.0,0.0,59.1,77.5,40.7,3.08,23.74,6.0,0.0,0,0.0,0.0,0.0,341.20320000000004,0,0,0,0,0,0,0,0,0,0,1,0
190,20.0,6.0,235.0,0.0,8.0,0.0,72.8,85.8,59.9,11.22,12.66,3.0,1.0,0,0.0,0.0,0.0,1427.148,0,0,0,0,0,0,1,0,0,0,0,0
191,260.0,5.8,2.0,0.0,0.0,0.0,60.0,74.5,45.5,0.54,13.2,19.0,0.0,0,0.0,0.0,0.0,1459.956,0,0,1,0,0,0,0,0,0,0,0,0
192,106.0,3.8,263.0,0.0,21.0,0.0,73.5,92.5,54.4,11.65,23.49,41.0,0.0,0,0.0,0.0,0.0,488.8392,0,1,0,0,0,0,0,0,0,0,0,0
193,200.0,3.8,176.0,0.0,12.0,0.03,69.6,87.0,52.2,7.35,52.06,56.0,0.0,0,0.0,0.0,0.0,2742.7488000000003,0,0,0,0,0,0,0,0,0,0,0,1
194,50.0,5.1,174.0,0.0,1.0,0.0,70.6,78.9,62.2,14.780000000000005,19.36,0.0,0.0,0,0.0,0.0,0.0,157.47840000000002,0,0,0,0,0,1,0,0,0,0,0,0
195,130.0,3.6,0.0,1.0,0.0,0.47,44.8,63.1,26.5,6.48,45.99,0.0,3.0,1,0.0,0.0,0.0,2772.2760000000003,0,0,0,0,0,0,0,0,0,0,1,0
196,35.0,5.8,135.0,0.0,9.0,0.02,68.0,80.9,55.0,12.239999999999998,13.2,5.0,2.0,0,0.0,0.0,0.0,2450.7576,0,0,0,0,0,0,0,0,1,0,0,0
197,36.0,5.1,168.0,0.0,12.0,0.01,70.1,86.8,53.5,21.09,21.59,6.0,2.0,0,0.0,0.0,0.0,3152.8488,0,0,0,0,0,0,1,0,0,0,0,0
198,45.0,5.8,0.0,6.0,0.0,1.95,49.0,59.1,38.9,1.91,15.8,0.0,4.0,0,0.0,0.0,0.0,269.0256,0,0,1,0,0,0,0,0,0,0,0,0
199,10.0,4.7,248.0,0.0,0.0,0.0,73.0,80.4,65.6,49.74,87.17999999999999,0.0,5.0,1,138.0,51.0,0.37,1601.0304,0,0,0,0,0,1,0,0,0,0,0,0
200,1900.0,3.8,454.0,0.0,29.0,0.0,79.7,97.0,62.3,9.189999999999998,19.03,55.0,0.0,1,27.5,8.0,0.29,3146.2872,0,1,0,0,0,0,0,0,0,0,0,0
201,215.0,6.3,53.0,0.0,3.0,0.0,64.1,76.2,52.0,3.84,8.76,0.0,0.0,0,0.0,0.0,0.0,403.5384,0,0,0,0,0,0,0,0,0,0,0,1
202,103.0,4.9,560.0,2.0,29.0,1.01,83.1,98.8,67.4,24.270000000000003,39.34,52.0,0.0,1,60.5,26.5,0.44,7211.1984,0,1,0,0,0,0,0,0,0,0,0,0
203,50.0,5.8,463.0,0.0,29.0,0.0,81.0,99.2,62.8,21.63,27.78,30.0,2.0,1,87.0,41.0,0.47,433.0656,0,0,0,0,0,1,0,0,0,0,0,0
204,25.0,8.5,41.0,0.0,5.0,0.0,62.7,78.1,47.4,9.55,9.64,1.0,10.0,0,0.0,0.0,0.0,685.6872000000001,0,0,0,0,0,0,0,0,1,0,0,0
205,67.0,7.8,269.0,1.0,15.0,0.23,73.6,88.7,58.5,5.6,15.8,55.0,0.0,1,6.5,3.0,0.46,725.0568000000001,0,0,0,0,0,0,0,0,0,0,0,1
206,450.0,7.6,330.0,0.0,26.0,0.0,75.6,93.2,58.0,7.22,16.340000000000003,46.0,0.0,1,1.0,0.5,0.5,1322.1624000000002,0,1,0,0,0,0,0,0,0,0,0,0
207,28.0,4.9,122.0,1.0,10.0,0.13,67.9,85.1,50.6,13.32,43.64999999999999,19.0,0.0,0,0.0,0.0,0.0,1532.1336,0,0,0,0,0,0,0,0,0,0,0,1
208,146.0,3.8,176.0,0.0,12.0,0.03,69.6,87.0,52.2,7.35,52.06,56.0,0.0,0,0.0,0.0,0.0,534.7704,0,0,0,0,0,0,0,0,0,0,0,1
209,50.0,6.3,400.0,0.0,21.0,0.0,77.9,93.7,62.1,15.54,21.47,32.0,0.0,0,0.0,0.0,0.0,383.8536,0,1,0,0,0,0,0,0,0,0,0,0
210,80.0,7.4,338.0,0.0,22.0,0.0,76.3,92.6,59.9,25.55,25.71,2.0,7.0,1,110.0,48.0,0.44,472.4352,0,0,0,0,0,0,1,0,0,0,0,0
211,130.0,8.5,87.0,1.0,10.0,0.18,65.3,82.1,48.5,14.579999999999998,15.97,1.0,7.0,0,0.0,0.0,0.0,1929.1104,0,0,0,0,0,0,0,0,1,0,0,0
212,50.0,1.3,284.0,1.0,10.0,0.1,74.2,85.0,63.3,0.48,18.69,11.0,0.0,0,0.0,0.0,0.0,5524.867200000001,0,0,0,0,0,0,0,0,0,0,1,0
213,10.0,4.5,7.0,5.0,0.0,1.92,57.4,68.7,46.1,0.03,9.11,2.0,0.0,0,0.0,0.0,0.0,561.0168,0,0,0,0,0,0,0,0,0,1,0,0
214,36556.0,5.8,573.0,0.0,30.0,0.0,83.5,100.2,66.8,4.829999999999999,10.669999999999998,54.0,0.0,1,86.5,44.0,0.51,2043.9384,0,1,0,0,0,0,0,0,0,0,0,0
215,207.0,7.4,338.0,0.0,22.0,0.0,76.3,92.6,59.9,25.55,25.71,2.0,7.0,1,110.0,48.0,0.44,55.7736,0,0,0,0,0,0,1,0,0,0,0,0
216,10.0,4.7,641.0,0.0,31.0,0.0,85.7,103.3,68.1,28.33,46.22,36.0,3.0,1,112.0,56.0,0.5,682.4064000000001,0,0,0,0,0,1,0,0,0,0,0,0
217,11.0,7.8,57.0,0.0,1.0,0.02,63.5,78.8,48.2,3.73,27.33,42.0,3.0,1,159.0,65.0,0.41,623.352,0,0,0,0,0,0,0,0,0,0,1,0
218,268.0,10.5,218.0,0.0,9.0,0.0,72.2,86.8,57.6,10.62,13.21,2.0,5.0,0,0.0,0.0,0.0,387.1344,0,0,0,0,0,0,1,0,0,0,0,0
219,155.0,6.7,415.0,0.0,26.0,0.0,78.8,95.4,62.3,8.05,7.669999999999999,10.0,6.0,1,79.5,30.5,0.38,429.7848,0,0,0,0,0,0,1,0,0,0,0,0
220,58.0,7.4,300.0,0.0,17.0,0.0,74.7,90.2,59.2,10.64,15.2,23.0,0.0,0,0.0,0.0,0.0,29.5272,0,1,0,0,0,0,0,0,0,0,0,0
221,85.0,5.8,513.0,0.0,29.0,0.01,81.6,96.7,66.4,7.959999999999999,13.2,27.0,0.0,0,0.0,0.0,0.0,5072.116800000001,0,0,0,0,0,1,0,0,0,0,0,0
222,2956.0,8.1,404.0,1.0,23.0,0.1,78.5,94.3,62.7,10.7,13.16,6.0,5.0,1,33.0,13.0,0.39,462.5928,0,0,0,0,0,0,1,0,0,0,0,0
223,88.0,6.9,338.0,0.0,22.0,0.01,76.2,93.7,58.7,17.539999999999996,20.0,9.0,5.0,1,1.0,0.5,0.5,88.58160000000001,0,0,0,0,0,0,1,0,0,0,0,0
224,5737.0,6.3,286.0,2.0,14.0,0.3,73.7,87.9,59.4,16.48,39.34,58.0,2.0,1,60.5,26.5,0.44,4642.332,0,0,0,0,0,0,0,0,0,0,0,1
225,91.0,6.5,154.0,2.0,9.0,0.4,69.1,83.6,54.7,19.83,20.0,0.0,14.0,0,0.0,0.0,0.0,68.8968,0,0,0,0,0,0,0,0,1,0,0,0
226,58.0,6.7,220.0,1.0,15.0,0.28,71.5,87.4,55.6,8.19,25.71,53.0,0.0,0,0.0,0.0,0.0,1955.3568,0,0,0,0,0,0,0,0,0,0,0,1
227,155.0,6.3,232.0,0.0,10.0,0.0,72.3,86.1,58.6,3.95,25.51,30.0,0.0,0,0.0,0.0,0.0,541.332,0,0,0,0,0,0,0,0,0,0,0,1
228,30.0,6.3,594.0,0.0,29.0,0.02,84.1,99.5,68.8,4.2,4.08,19.0,1.0,0,0.0,0.0,0.0,1318.8816000000002,0,0,0,0,0,1,0,0,0,0,0,0
229,27.0,7.2,264.0,0.0,13.0,0.0,73.8,89.3,58.3,22.129999999999995,21.47,2.0,8.0,1,6.5,3.0,0.46,88.58160000000001,0,0,0,0,0,0,1,0,0,0,0,0
230,86.0,6.7,95.0,0.0,4.0,0.0,66.5,77.1,55.7,0.31,19.500000000000004,1.0,0.0,0,0.0,0.0,0.0,803.796,0,0,0,0,0,0,0,0,0,0,1,0
231,34.0,4.0,0.0,0.0,0.0,0.05,59.1,64.1,54.2,26.51,60.84,0.0,2.0,0,0.0,0.0,0.0,2549.1816000000003,0,1,0,0,0,0,0,0,0,0,0,0
232,36450.0,4.7,7.0,0.0,1.0,0.0,61.1,81.4,40.7,12.6,17.72,0.0,2.0,1,37.0,15.5,0.42,4996.6584,0,1,0,0,0,0,0,0,0,0,0,0
233,15.0,4.9,125.0,0.0,5.0,0.0,69.1,82.4,55.8,18.03,18.99,0.0,7.0,0,0.0,0.0,0.0,839.8848,0,0,0,0,0,0,1,0,0,0,0,0
234,27.0,8.5,432.0,0.0,28.0,0.0,78.9,95.7,62.2,12.5,15.8,22.0,5.0,1,6.5,3.0,0.46,793.9536,0,0,0,0,0,1,0,0,0,0,0,0
235,338.0,11.0,454.0,2.0,16.0,0.88,79.6,90.7,68.4,5.75,12.78,39.0,0.0,1,86.5,44.0,0.51,1745.3856,0,1,0,0,0,0,0,0,0,0,0,0
236,63.0,6.9,0.0,2.0,0.0,0.48,56.4,64.1,48.7,29.129999999999995,38.53,0.0,13.0,1,28.5,6.5,0.23,2211.2592,0,0,0,0,0,0,1,0,0,0,0,0
237,30.0,7.6,69.0,0.0,4.0,0.01,65.9,81.4,50.3,8.09,23.74,3.0,0.0,0,0.0,0.0,0.0,45.9312,0,0,0,0,0,0,0,0,0,0,0,1
238,17.0,8.5,87.0,1.0,10.0,0.18,65.3,82.1,48.5,14.579999999999998,15.97,1.0,7.0,0,0.0,0.0,0.0,1456.6752,0,0,0,0,0,0,0,0,1,0,0,0
239,74.0,6.7,219.0,0.0,13.0,0.03,71.7,89.3,54.2,1.67,15.97,51.0,0.0,0,0.0,0.0,0.0,921.9048,0,0,0,0,0,0,0,0,0,0,0,1
240,100.0,6.0,629.0,0.0,31.0,0.0,85.3,99.2,71.4,2.1500000000000004,4.880000000000001,52.0,0.0,1,36.0,16.0,0.44,2821.4880000000003,0,1,0,0,0,0,0,0,0,0,0,0
241,34.0,8.7,9.0,0.0,0.0,0.0,62.7,71.0,54.4,12.45,16.36,0.0,0.0,0,0.0,0.0,0.0,606.948,0,0,0,0,0,1,0,0,0,0,0,0
242,4016.0,6.0,473.0,0.0,28.0,0.0,80.3,97.2,63.4,13.29,27.78,50.0,1.0,0,0.0,0.0,0.0,2296.56,0,1,0,0,0,0,0,0,0,0,0,0
243,976.0,9.8,2.0,3.0,0.0,0.67,60.5,76.4,44.7,9.16,9.83,0.0,10.0,1,73.5,37.5,0.51,187.0056,1,0,0,0,0,0,0,0,0,0,0,0
244,144.0,7.4,58.0,3.0,0.0,1.29,64.9,77.8,52.1,12.06,12.07,3.0,6.0,0,0.0,0.0,0.0,879.2544,0,0,0,0,0,0,0,0,1,0,0,0
245,10.0,4.9,0.0,7.0,0.0,5.68,50.4,60.3,40.6,2.7,38.53,0.0,3.0,0,0.0,0.0,0.0,85.30080000000001,0,0,0,0,0,0,0,0,0,1,0,0
246,134.0,8.5,457.0,1.0,21.0,0.13,79.9,94.2,65.6,20.85,27.11,14.0,5.0,0,0.0,0.0,0.0,344.48400000000004,0,0,0,0,0,0,1,0,0,0,0,0
247,74.0,7.6,148.0,0.0,1.0,0.0,69.7,81.3,58.2,12.95,14.99,4.0,5.0,0,0.0,0.0,0.0,341.20320000000004,0,0,0,0,0,1,0,0,0,0,0,0
248,62.0,14.1,207.0,0.0,7.0,0.0,70.4,82.1,58.7,6.909999999999999,6.68,0.0,1.0,0,0.0,0.0,0.0,1207.3344,0,0,0,0,0,0,1,0,0,0,0,0
249,50.0,5.4,48.0,0.0,0.0,0.05,66.1,73.4,58.7,13.6,13.67,0.0,1.0,0,0.0,0.0,0.0,226.3752,0,0,0,0,0,0,1,0,0,0,0,0
250,130.0,4.9,193.0,0.0,3.0,0.13,71.3,81.3,61.3,1.4200000000000002,13.38,1.0,0.0,0,0.0,0.0,0.0,1263.1080000000002,0,0,0,0,0,0,0,0,0,0,0,1
251,288.0,6.9,265.0,0.0,12.0,0.06,72.8,85.8,59.8,7.52,7.76,2.0,1.0,1,86.5,44.0,0.51,866.1312,0,0,0,0,0,0,0,0,1,0,0,0
252,138.0,6.9,657.0,0.0,30.0,0.0,86.2,100.6,71.8,4.1,4.880000000000001,33.0,1.0,1,36.0,16.0,0.44,1207.3344,0,0,0,0,0,1,0,0,0,0,0,0
253,40.0,6.9,553.0,0.0,31.0,0.0,82.8,100.1,65.6,6.81,7.22,24.0,0.0,1,82.0,31.5,0.38,1003.9248,0,0,0,0,0,1,0,0,0,0,0,0
254,410203.0,4.3,380.0,0.0,26.0,0.0,77.6,97.8,57.5,17.96,23.49,17.0,0.0,0,0.0,0.0,0.0,1374.6552,0,0,0,0,0,1,0,0,0,0,0,0
255,23.0,5.8,549.0,0.0,27.0,0.0,82.7,98.4,67.0,30.630000000000003,37.07,30.0,8.0,1,107.0,37.0,0.35,2906.7888000000003,0,0,0,0,0,1,0,0,0,0,0,0
256,35.0,6.3,400.0,0.0,21.0,0.0,77.9,93.7,62.1,15.54,21.47,32.0,0.0,1,6.5,3.0,0.46,1184.3688,0,1,0,0,0,0,0,0,0,0,0,0
257,16.0,4.7,180.0,0.0,0.0,0.0,70.4,78.1,62.9,31.37,56.21,0.0,0.0,1,57.5,20.0,0.35,2050.5,0,1,0,0,0,0,0,0,0,0,0,0
258,605.0,7.8,57.0,0.0,1.0,0.02,63.5,78.8,48.2,3.73,27.33,42.0,3.0,1,159.0,65.0,0.41,321.51840000000004,0,0,0,0,0,0,0,0,0,0,1,0
259,22.0,6.7,369.0,0.0,21.0,0.0,76.9,94.1,59.7,4.76,7.029999999999999,50.0,0.0,1,82.0,31.5,0.38,2132.52,0,1,0,0,0,0,0,0,0,0,0,0
260,167.0,4.7,19.0,0.0,2.0,0.03,63.1,81.8,44.4,0.2,9.64,36.0,0.0,0,0.0,0.0,0.0,2296.56,0,0,0,0,0,0,0,0,0,0,1,0
261,15.0,6.0,72.0,2.0,1.0,0.52,66.6,81.3,51.9,5.2,19.03,50.0,0.0,1,28.5,6.5,0.23,2549.1816000000003,0,0,0,0,0,0,0,0,0,0,1,0
262,96949.0,5.6,77.0,3.0,3.0,0.97,66.0,79.0,53.1,0.36,5.8500000000000005,23.0,1.0,0,0.0,0.0,0.0,1830.6864,0,0,0,0,0,0,0,0,0,1,0,0
