,AcresBurned,AWND,CLDD,DP10,DX90,PRCP,TAVG,TMAX,TMIN,PRCP_6M,PRCP_RS,DX90_2M,DP10_2M,Receives Snow,Mar_SP,Mar_WC,Mar_Dens,Elevation,Apr,Aug,Dec,Feb,Jan,Jul,Jun,Mar,May,Nov,Oct,Sep
401,57.0,6.3,608.0,0.0,31.0,0.0,84.6,102.1,67.2,17.309999999999995,27.11,35.0,2.0,1,112.0,56.0,0.5,416.6616,0,0,0,0,0,1,0,0,0,0,0,0
402,79.0,6.9,265.0,0.0,12.0,0.06,72.8,85.8,59.8,7.52,7.76,2.0,1.0,1,86.5,44.0,0.51,616.7904,0,0,0,0,0,0,0,0,1,0,0,0
403,140.0,6.5,414.0,0.0,28.0,0.0,78.3,95.8,60.9,23.630000000000003,32.93,23.0,1.0,1,0.0,0.0,0.0,2349.0528,0,0,0,0,0,1,0,0,0,0,0,0
404,186.0,7.8,380.0,0.0,23.0,0.0,77.4,94.4,60.5,11.99,14.18,10.0,2.0,1,73.5,37.5,0.51,193.5672,0,0,0,0,0,0,1,0,0,0,0,0
405,166.0,5.8,463.0,0.0,29.0,0.0,81.0,99.2,62.8,21.63,27.78,30.0,2.0,0,0.0,0.0,0.0,111.5472,0,0,0,0,0,1,0,0,0,0,0,0
406,15.0,5.4,285.0,0.0,17.0,0.0,74.2,91.3,57.1,9.67,12.97,12.0,1.0,0,0.0,0.0,0.0,5108.2056,0,0,0,0,0,1,0,0,0,0,0,0
407,220.0,6.7,129.0,0.0,7.0,0.0,68.4,83.1,53.7,4.24,15.74,2.0,0.0,0,0.0,0.0,0.0,554.4552,0,0,0,0,0,0,0,0,0,0,0,1
408,700.0,5.6,325.0,0.0,22.0,0.0,75.5,92.6,58.4,9.38,17.08,48.0,0.0,1,0.0,0.0,0.0,59.0544,0,1,0,0,0,0,0,0,0,0,0,0
409,35.0,5.4,339.0,1.0,15.0,0.22,76.3,89.4,63.1,0.5700000000000001,13.2,52.0,1.0,0,0.0,0.0,0.0,1719.1392,0,0,0,0,0,0,0,0,0,0,0,1
410,10.0,8.1,404.0,1.0,23.0,0.1,78.5,94.3,62.7,10.7,13.16,6.0,5.0,1,35.0,14.0,0.4,400.2576,0,0,0,0,0,0,1,0,0,0,0,0
411,81826.0,7.2,518.0,0.0,30.0,0.0,81.7,99.6,63.8,11.820000000000002,15.81,30.0,1.0,1,169.0,85.0,0.5,1637.1192,0,0,0,0,0,1,0,0,0,0,0,0
412,320.0,7.6,220.0,0.0,3.0,0.0,72.1,83.2,61.0,7.540000000000001,9.11,5.0,0.0,0,0.0,0.0,0.0,32.808,0,0,0,0,0,1,0,0,0,0,0,0
413,441.0,7.6,213.0,1.0,13.0,0.1,71.5,87.9,55.0,5.71,5.340000000000001,1.0,6.0,1,35.0,14.0,0.4,4094.4384,0,0,0,0,0,0,1,0,0,0,0,0
414,48.0,5.8,276.0,0.0,14.0,0.02,73.9,89.2,58.5,2.69,15.81,57.0,0.0,1,169.0,85.0,0.5,501.9624,0,0,0,0,0,0,0,0,0,0,0,1
415,0.0,5.6,0.0,0.0,0.0,0.01,56.5,62.4,50.5,42.66,68.14000000000001,0.0,7.0,1,77.0,24.5,0.32,2073.4656,0,0,0,0,0,1,0,0,0,0,0,0
416,32.0,5.6,78.0,0.0,8.0,0.0,66.6,83.9,49.4,18.9,25.01,0.0,7.0,0,0.0,0.0,0.0,2385.1416,0,0,0,0,0,0,1,0,0,0,0,0
417,370.0,8.1,0.0,6.0,0.0,6.22,40.8,51.8,29.8,3.1,45.99,0.0,3.0,1,106.5,44.5,0.42,7086.528,0,0,0,0,0,0,0,0,0,1,0,0
418,59.0,6.3,582.0,0.0,31.0,0.0,83.8,101.6,66.0,8.2,10.669999999999998,35.0,1.0,1,86.5,44.0,0.51,1961.9184,0,0,0,0,0,1,0,0,0,0,0,0
419,1806.0,7.4,82.0,0.0,4.0,0.0,66.3,81.0,51.5,1.12,15.480000000000002,0.0,0.0,0,0.0,0.0,0.0,721.7760000000001,0,0,0,0,0,0,0,0,0,0,1,0
420,17.0,5.8,135.0,0.0,9.0,0.02,68.0,80.9,55.0,12.239999999999998,13.2,5.0,2.0,0,0.0,0.0,0.0,2237.5056,0,0,0,0,0,0,0,0,1,0,0,0
421,17.0,8.5,442.0,0.0,22.0,0.0,79.7,94.5,64.9,25.07,27.33,8.0,5.0,0,0.0,0.0,0.0,994.0824,0,0,0,0,0,0,1,0,0,0,0,0
422,78.0,4.5,11.0,0.0,0.0,0.0,62.6,72.4,52.8,30.34,37.510000000000005,0.0,0.0,0,0.0,0.0,0.0,164.04000000000002,0,0,0,0,0,1,0,0,0,0,0,0
423,15.0,8.5,247.0,0.0,22.0,0.0,72.8,93.3,52.2,13.5,15.97,11.0,5.0,0,0.0,0.0,0.0,446.1888,0,0,0,0,0,0,1,0,0,0,0,0
424,30.0,5.1,538.0,0.0,29.0,0.0,82.4,98.0,66.7,32.04,39.34,28.0,9.0,1,159.0,65.0,0.41,800.5152,0,0,0,0,0,1,0,0,0,0,0,0
425,96.0,8.9,170.0,0.0,15.0,0.0,70.1,89.6,50.6,9.38,9.64,6.0,1.0,0,0.0,0.0,0.0,997.3632,0,0,0,0,0,0,1,0,0,0,0,0
426,18.0,5.8,463.0,0.0,29.0,0.0,81.0,99.2,62.8,21.63,27.78,30.0,2.0,0,0.0,0.0,0.0,331.36080000000004,0,0,0,0,0,1,0,0,0,0,0,0
427,11.0,6.9,553.0,0.0,31.0,0.0,82.8,100.1,65.6,6.81,7.22,24.0,0.0,1,82.0,31.5,0.38,984.24,0,0,0,0,0,1,0,0,0,0,0,0
428,245.0,6.7,122.0,2.0,3.0,0.47,68.1,80.1,56.1,2.38,18.130000000000003,0.0,0.0,0,0.0,0.0,0.0,787.392,0,0,0,0,0,0,0,0,0,0,0,1
429,6033.0,5.8,463.0,0.0,29.0,0.0,81.0,99.2,62.8,21.63,27.78,30.0,2.0,0,0.0,0.0,0.0,1515.7296,0,0,0,0,0,1,0,0,0,0,0,0
430,58.0,4.0,68.0,0.0,0.0,0.09,65.7,79.9,51.4,3.7,17.09,46.0,1.0,1,73.5,37.5,0.51,1722.42,0,0,0,0,0,0,0,0,0,0,1,0
431,34.0,5.4,339.0,1.0,15.0,0.22,76.3,89.4,63.1,0.5700000000000001,13.2,52.0,1.0,0,0.0,0.0,0.0,1751.9472,0,0,0,0,0,0,0,0,0,0,0,1
432,99.0,3.8,176.0,0.0,3.0,0.0,70.9,83.4,58.4,1.99,6.98,50.0,1.0,0,0.0,0.0,0.0,4593.12,0,0,0,0,0,0,0,0,0,1,0,0
433,300.0,5.8,216.0,0.0,17.0,0.0,72.1,88.9,55.4,8.44,20.0,53.0,0.0,0,0.0,0.0,0.0,183.7248,0,0,0,0,0,0,0,0,0,0,0,1
434,2940.0,6.5,748.0,0.0,31.0,0.0,89.1,102.8,75.5,4.789999999999999,7.76,36.0,0.0,1,86.5,44.0,0.51,1272.9504000000002,0,0,0,0,0,1,0,0,0,0,0,0
435,175.0,6.7,111.0,0.0,0.0,0.0,68.7,75.0,62.4,2.78,2.7,0.0,0.0,0,0.0,0.0,0.0,147.636,0,0,0,0,0,0,1,0,0,0,0,0
436,35.0,4.7,530.0,0.0,31.0,0.0,82.1,99.5,64.7,17.94,37.07,48.0,3.0,1,50.5,29.5,0.58,948.1512,0,1,0,0,0,0,0,0,0,0,0,0
437,62.0,3.8,381.0,0.0,27.0,0.0,77.3,97.2,57.3,19.6,52.06,43.0,0.0,0,0.0,0.0,0.0,1781.4744,0,1,0,0,0,0,0,0,0,0,0,0
438,225.0,8.1,4.0,1.0,0.0,0.34,59.0,69.6,48.5,16.84,18.130000000000003,0.0,6.0,0,0.0,0.0,0.0,1945.5144,0,0,0,0,0,0,0,0,1,0,0,0
439,2100.0,5.8,69.0,2.0,1.0,0.67,66.4,78.7,54.1,1.41,13.97,52.0,0.0,1,42.0,23.0,0.55,1692.8928,0,0,0,0,0,0,0,0,0,0,1,0
440,221.0,8.9,720.0,0.0,31.0,0.0,88.2,106.6,69.8,0.0,0.0,39.0,0.0,1,36.0,7.5,0.21,2873.9808000000003,0,0,0,0,0,1,0,0,0,0,0,0
441,50.0,6.0,79.0,0.0,7.0,0.0,66.9,82.4,51.3,41.99,43.64999999999999,1.0,8.0,0,0.0,0.0,0.0,1125.3144,0,0,0,0,0,0,1,0,0,0,0,0
442,70.0,6.9,200.0,0.0,6.0,0.0,71.4,84.1,58.7,14.04,18.4,5.0,0.0,0,0.0,0.0,0.0,1013.7672,0,0,0,0,0,1,0,0,0,0,0,0
443,136.0,7.8,387.0,0.0,20.0,0.0,77.5,92.8,62.1,4.62,8.0,50.0,0.0,1,0.0,0.0,0.0,1804.44,0,1,0,0,0,0,0,0,0,0,0,0
444,160.0,6.0,57.0,0.0,0.0,0.06,65.7,82.2,49.2,1.65,15.47,37.0,0.0,0,0.0,0.0,0.0,114.828,0,0,0,0,0,0,0,0,0,0,1,0
445,113.0,5.6,157.0,0.0,1.0,0.0,70.0,78.3,61.8,8.24,8.309999999999999,0.0,0.0,0,0.0,0.0,0.0,282.1488,0,0,0,0,0,1,0,0,0,0,0,0
446,176.0,7.6,0.0,7.0,0.0,7.3,46.3,59.3,33.3,4.909999999999999,20.56,0.0,0.0,1,52.0,23.0,0.44,7211.1984,0,0,0,0,0,0,0,0,0,0,1,0
447,3929.0,5.4,45.0,0.0,1.0,0.0,66.1,80.4,51.9,12.7,31.649999999999995,14.0,1.0,0,0.0,0.0,0.0,1391.0592,0,1,0,0,0,0,0,0,0,0,0,0
448,10.0,7.6,810.0,0.0,29.0,0.0,92.0,108.5,75.5,6.69,6.98,42.0,0.0,0,0.0,0.0,0.0,3503.8944,0,0,0,0,0,0,1,0,0,0,0,0
449,47.0,6.0,9.0,2.0,0.0,0.62,58.5,70.2,47.0,0.26,16.36,10.0,1.0,0,0.0,0.0,0.0,1519.0104,0,0,0,0,0,0,0,0,0,1,0,0
450,2.0,5.8,62.0,3.0,0.0,0.71,63.8,71.7,55.8,67.97,69.28999999999999,0.0,17.0,1,110.0,48.0,0.44,2020.9728,0,0,0,0,0,0,1,0,0,0,0,0
451,70.0,6.7,433.0,0.0,25.0,0.0,79.4,95.1,63.8,14.16,19.03,5.0,7.0,1,33.0,13.0,0.39,646.3176000000001,0,0,0,0,0,0,1,0,0,0,0,0
452,50.0,4.9,0.0,1.0,0.0,0.36,49.8,68.3,31.3,2.34,9.64,0.0,3.0,0,0.0,0.0,0.0,1305.7584000000002,0,0,0,1,0,0,0,0,0,0,0,0
453,360.0,6.7,327.0,0.0,20.0,0.0,75.9,91.7,60.0,9.28,22.200000000000003,56.0,0.0,1,50.5,29.5,0.58,639.7560000000001,0,0,0,0,0,0,0,0,0,0,0,1
454,10.0,7.6,410.0,0.0,27.0,0.01,79.4,96.7,62.1,9.3,21.69,51.0,0.0,1,0.0,0.0,0.0,1699.4544,0,1,0,0,0,0,0,0,0,0,0,0
455,760.0,5.4,303.0,0.0,13.0,0.0,75.1,88.2,62.0,15.37,16.859999999999996,10.0,0.0,0,0.0,0.0,0.0,1640.4,0,0,0,0,0,0,1,0,0,0,0,0
456,66.0,6.7,200.0,0.0,14.0,0.0,70.8,90.0,51.5,3.22,14.12,47.0,0.0,0,0.0,0.0,0.0,1174.5264,0,0,0,0,0,0,0,0,0,0,0,1
457,10.0,7.8,150.0,1.0,9.0,0.11,68.5,83.4,53.6,25.0,27.78,0.0,12.0,1,87.0,41.0,0.47,265.7448,0,0,0,0,0,0,0,0,1,0,0,0
458,25.0,7.8,380.0,0.0,23.0,0.0,77.4,94.4,60.5,11.99,14.18,10.0,2.0,1,169.0,85.0,0.5,337.92240000000004,0,0,0,0,0,0,1,0,0,0,0,0
459,20.0,6.0,323.0,0.0,15.0,0.0,75.7,89.5,61.9,2.98,6.45,55.0,0.0,0,0.0,0.0,0.0,3139.7256,0,0,0,0,0,0,0,0,0,0,0,1
460,304.0,6.0,629.0,0.0,31.0,0.0,85.3,99.2,71.4,2.1500000000000004,4.880000000000001,52.0,0.0,1,36.0,16.0,0.44,3772.92,0,1,0,0,0,0,0,0,0,0,0,0
461,573.0,6.7,246.0,0.0,19.0,0.0,73.2,88.7,57.7,4.42,8.0,50.0,0.0,1,0.0,0.0,0.0,698.8104000000001,0,0,0,0,0,0,0,0,0,0,0,1
462,316.0,8.3,284.0,0.0,21.0,0.0,74.2,94.3,54.0,11.31,14.12,15.0,3.0,0,0.0,0.0,0.0,1092.5064,0,0,0,0,0,1,0,0,0,0,0,0
463,64.0,9.6,3.0,0.0,0.0,0.0,61.8,70.2,53.3,6.4,7.129999999999999,0.0,4.0,0,0.0,0.0,0.0,2053.7808,0,0,0,0,0,0,1,0,0,0,0,0
464,35.0,6.5,0.0,0.0,0.0,0.02,59.8,65.7,53.8,36.64,45.49,0.0,7.0,1,98.0,32.0,0.33,2221.1016,0,0,0,0,0,1,0,0,0,0,0,0
465,10.0,6.3,369.0,1.0,16.0,0.16,77.2,90.1,64.2,4.62,17.09,61.0,0.0,1,162.0,74.5,0.46,5610.168000000001,0,0,0,0,0,0,0,0,0,0,0,1
466,10.0,7.8,80.0,2.0,2.0,0.49,67.0,81.2,52.9,4.5,13.16,48.0,0.0,0,0.0,0.0,0.0,3749.9544,0,0,0,0,0,0,0,0,0,0,1,0
467,7697.0,4.7,647.0,1.0,31.0,0.1,85.9,102.8,68.9,16.869999999999997,46.22,53.0,2.0,1,51.5,20.0,0.39,5679.0648,0,1,0,0,0,0,0,0,0,0,0,0
468,80.0,7.4,338.0,0.0,22.0,0.0,76.3,92.6,59.9,25.55,25.71,2.0,7.0,1,110.0,48.0,0.44,472.4352,0,0,0,0,0,0,1,0,0,0,0,0
469,19.0,6.0,31.0,1.0,0.0,0.36,63.3,80.3,46.2,2.98,27.78,42.0,0.0,1,138.0,51.0,0.37,1617.4344,0,0,0,0,0,0,0,0,0,0,1,0
470,710.0,4.7,530.0,0.0,31.0,0.0,82.1,99.5,64.7,17.94,37.07,48.0,3.0,1,77.0,34.0,0.44,3451.4016,0,1,0,0,0,0,0,0,0,0,0,0
471,61.0,8.3,284.0,0.0,20.0,0.0,74.2,95.2,53.2,6.789999999999999,8.09,9.0,0.0,1,42.0,23.0,0.55,1459.956,0,0,0,0,0,0,1,0,0,0,0,0
472,120.0,7.2,186.0,0.0,6.0,0.0,70.8,83.9,57.7,2.65,25.28,4.0,0.0,0,0.0,0.0,0.0,1289.3544000000002,0,0,0,0,0,0,0,0,0,0,0,1
473,114.0,7.8,145.0,0.0,2.0,0.0,69.7,81.7,57.7,10.21,14.6,3.0,2.0,0,0.0,0.0,0.0,1623.996,0,0,0,0,0,1,0,0,0,0,0,0
474,62.0,12.5,471.0,0.0,22.0,0.0,80.2,91.5,68.9,6.909999999999999,6.68,7.0,1.0,1,13.0,3.0,0.23,3352.9776,0,0,0,0,0,1,0,0,0,0,0,0
475,150.0,5.1,222.0,0.0,18.0,0.0,72.0,90.2,53.9,6.090000000000001,14.590000000000002,58.0,0.0,0,0.0,0.0,0.0,2962.5624000000003,0,0,0,0,0,0,0,0,0,0,0,1
476,10.0,10.1,31.0,0.0,2.0,0.0,63.9,78.3,49.5,12.84,15.8,0.0,6.0,0,0.0,0.0,0.0,9.8424,0,0,0,0,0,0,1,0,0,0,0,0
477,149.0,6.9,433.0,0.0,30.0,0.0,79.0,96.8,61.1,8.43,9.84,28.0,6.0,1,146.5,64.5,0.44,718.4952000000001,0,0,0,0,0,1,0,0,0,0,0,0
478,240.0,7.4,300.0,0.0,17.0,0.0,74.7,90.2,59.2,10.64,15.2,23.0,0.0,0,0.0,0.0,0.0,462.5928,0,1,0,0,0,0,0,0,0,0,0,0
479,58.0,3.8,176.0,0.0,12.0,0.03,69.6,87.0,52.2,7.35,52.06,56.0,0.0,0,0.0,0.0,0.0,3569.5104,0,0,0,0,0,0,0,0,0,0,0,1
480,100.0,4.7,31.0,1.0,5.0,0.21,62.2,81.4,43.1,4.89,60.08,14.0,0.0,0,0.0,0.0,0.0,1548.5376,0,0,0,0,0,0,0,0,0,0,1,0
481,76.0,4.3,270.0,0.0,21.0,0.03,74.0,92.4,55.6,8.84,19.03,59.0,0.0,1,33.0,13.0,0.39,567.5784,0,0,0,0,0,0,0,0,0,0,0,1
482,110.0,6.0,76.0,0.0,1.0,0.0,67.3,77.7,56.8,5.9,6.02,0.0,0.0,0,0.0,0.0,0.0,351.04560000000004,0,0,0,0,0,1,0,0,0,0,0,0
483,268.0,8.1,404.0,1.0,23.0,0.1,78.5,94.3,62.7,10.7,13.16,6.0,5.0,1,33.0,13.0,0.39,400.2576,0,0,0,0,0,0,1,0,0,0,0,0
484,365.0,5.8,419.0,0.0,26.0,0.0,78.5,94.4,62.6,5.769999999999999,5.63,9.0,0.0,0,0.0,0.0,0.0,1249.9848,0,0,0,0,0,1,0,0,0,0,0,0
485,1598.0,8.9,63.0,0.0,3.0,0.0,66.3,79.2,53.4,22.42,25.28,1.0,4.0,0,0.0,0.0,0.0,1837.248,0,0,0,0,0,0,1,0,0,0,0,0
486,53.0,7.2,313.0,0.0,21.0,0.0,75.5,93.1,57.8,6.9,7.22,5.0,2.0,1,82.0,31.5,0.38,2673.8520000000003,0,0,0,0,0,0,1,0,0,0,0,0
487,1350.0,5.6,73.0,1.0,3.0,0.1,66.3,80.6,52.1,13.1,13.2,2.0,8.0,0,0.0,0.0,0.0,1200.7728,1,0,0,0,0,0,0,0,0,0,0,0
488,47.0,5.6,139.0,0.0,2.0,0.01,69.6,76.6,62.5,4.79,4.9,1.0,0.0,0,0.0,0.0,0.0,800.5152,0,0,0,0,0,0,1,0,0,0,0,0
489,100.0,6.7,625.0,0.0,31.0,0.0,85.2,102.3,68.1,4.29,4.7,28.0,0.0,1,13.0,3.0,0.23,2011.1304,0,0,0,0,0,1,0,0,0,0,0,0
490,82.0,6.7,366.0,0.0,24.0,0.0,76.7,96.0,57.5,5.56,15.97,49.0,0.0,0,0.0,0.0,0.0,1377.936,0,1,0,0,0,0,0,0,0,0,0,0
491,2290.0,8.1,404.0,1.0,23.0,0.1,78.5,94.3,62.7,10.7,13.16,6.0,5.0,0,0.0,0.0,0.0,1007.2056,0,0,0,0,0,0,1,0,0,0,0,0
492,34.0,8.1,294.0,0.0,20.0,0.0,74.5,91.2,57.8,9.29,11.28,10.0,0.0,0,0.0,0.0,0.0,380.5728,0,0,0,0,0,1,0,0,0,0,0,0
493,600.0,4.9,560.0,2.0,29.0,1.01,83.1,98.8,67.4,24.270000000000003,39.34,52.0,0.0,1,159.0,65.0,0.41,954.7128,0,1,0,0,0,0,0,0,0,0,0,0
494,250.0,5.1,360.0,0.0,18.0,0.0,76.6,92.2,61.1,2.4800000000000004,5.63,32.0,0.0,0,0.0,0.0,0.0,1151.5608,0,1,0,0,0,0,0,0,0,0,0,0
495,88.0,7.6,93.0,1.0,3.0,0.15,67.4,82.2,52.5,6.88,7.029999999999999,0.0,11.0,0,0.0,0.0,0.0,291.9912,0,0,0,0,0,0,0,0,1,0,0,0
496,36.0,7.2,518.0,0.0,30.0,0.0,81.7,99.6,63.8,11.820000000000002,15.81,30.0,1.0,1,169.0,85.0,0.5,1240.1424,0,0,0,0,0,1,0,0,0,0,0,0
497,2512.0,7.6,305.0,0.0,19.0,0.0,75.2,91.7,58.6,24.81,25.67,5.0,5.0,0,0.0,0.0,0.0,406.8192,0,0,0,0,0,0,1,0,0,0,0,0
498,416.0,6.3,582.0,0.0,31.0,0.0,83.8,101.6,66.0,8.2,10.669999999999998,35.0,1.0,1,86.5,44.0,0.51,406.8192,0,0,0,0,0,1,0,0,0,0,0,0
499,95.0,14.1,207.0,0.0,7.0,0.0,70.4,82.1,58.7,6.909999999999999,6.68,0.0,1.0,1,13.0,3.0,0.23,2837.8920000000003,0,0,0,0,0,0,1,0,0,0,0,0
500,525.0,6.0,235.0,0.0,8.0,0.0,72.8,85.8,59.9,11.22,12.66,3.0,1.0,0,0.0,0.0,0.0,1630.5576,0,0,0,0,0,0,1,0,0,0,0,0
501,27.0,5.8,180.0,1.0,5.0,0.7,70.6,84.3,56.9,18.7,19.03,0.0,15.0,1,28.5,6.5,0.23,2867.4192000000003,0,0,0,0,0,0,0,0,1,0,0,0
502,237.0,7.6,395.0,0.0,21.0,0.0,78.1,94.6,61.5,1.63,9.83,61.0,0.0,1,73.5,37.5,0.51,954.7128,0,0,0,0,0,0,0,0,0,0,0,1
503,20.0,11.0,52.0,0.0,1.0,0.03,65.3,73.3,57.3,24.180000000000003,28.48,1.0,6.0,0,0.0,0.0,0.0,1000.644,0,0,0,0,0,0,1,0,0,0,0,0
504,103.0,7.8,169.0,1.0,6.0,1.22,70.1,83.7,56.4,12.5,13.16,0.0,14.0,1,33.0,13.0,0.39,396.9768,0,0,0,0,0,0,0,0,1,0,0,0
505,43.0,7.6,429.0,2.0,21.0,1.27,79.2,93.8,64.6,21.340000000000003,22.200000000000003,11.0,5.0,1,50.5,29.5,0.58,521.6472,0,0,0,0,0,0,1,0,0,0,0,0
506,70.0,9.4,6.0,0.0,0.0,0.03,62.4,71.6,53.2,10.5,13.34,1.0,2.0,0,0.0,0.0,0.0,856.2888,0,0,0,0,0,0,1,0,0,0,0,0
507,84.0,7.4,411.0,0.0,25.0,0.0,78.3,95.8,60.7,14.92,20.0,31.0,2.0,0,0.0,0.0,0.0,324.79920000000004,0,0,0,0,0,1,0,0,0,0,0,0
508,260.0,8.3,9.0,0.0,0.0,0.0,63.2,75.2,51.2,8.809999999999999,8.99,1.0,0.0,0,0.0,0.0,0.0,538.0512,0,0,0,0,0,0,1,0,0,0,0,0
509,190.0,6.3,4.0,1.0,0.0,0.12,60.3,69.2,51.3,23.380000000000003,24.110000000000003,0.0,4.0,0,0.0,0.0,0.0,2417.9496,0,0,0,0,0,0,0,0,1,0,0,0
510,115.0,7.4,292.0,0.0,20.0,0.0,74.7,91.9,57.5,6.15,7.029999999999999,3.0,3.0,1,82.0,31.5,0.38,1683.0504,0,0,0,0,0,0,1,0,0,0,0,0
511,20.0,4.3,356.0,0.0,29.0,0.0,76.5,96.5,56.4,34.529999999999994,52.06,22.0,0.0,0,0.0,0.0,0.0,2568.8664000000003,0,0,0,0,0,1,0,0,0,0,0,0
512,856.0,6.3,639.0,0.0,30.0,0.0,85.6,101.8,69.5,10.79,13.16,29.0,2.0,1,33.0,13.0,0.39,2345.772,0,0,0,0,0,1,0,0,0,0,0,0
513,20.0,5.1,479.0,0.0,31.0,0.0,80.5,97.1,63.8,7.299999999999999,12.66,32.0,0.0,0,0.0,0.0,0.0,2614.7976000000003,0,1,0,0,0,0,0,0,0,0,0,0
514,4824.0,3.8,83.0,3.0,2.0,1.12,63.9,76.5,51.2,0.24,7.649999999999999,15.0,0.0,0,0.0,0.0,0.0,2342.4912,0,0,0,0,0,0,0,0,0,1,0,0
515,76.0,7.8,431.0,0.0,22.0,0.0,79.4,94.6,64.1,6.36,6.73,8.0,2.0,1,23.0,9.0,0.39,538.0512,0,0,0,0,0,0,1,0,0,0,0,0
516,2575.0,5.4,106.0,3.0,3.0,1.13,62.8,70.7,54.8,21.770000000000003,87.17999999999999,1.0,1.0,1,87.0,41.0,0.47,6315.54,0,0,0,0,0,0,0,0,0,0,0,1
517,1035.0,6.3,369.0,1.0,16.0,0.16,77.2,90.1,64.2,4.62,17.09,61.0,0.0,1,178.5,82.0,0.46,2772.2760000000003,0,0,0,0,0,0,0,0,0,0,0,1
518,63.0,4.7,2.0,3.0,0.0,2.08,53.0,64.2,41.8,10.46,45.49,0.0,6.0,0,0.0,0.0,0.0,1364.8128000000002,0,0,0,0,0,0,0,0,0,0,1,0
519,4736.0,6.0,597.0,0.0,31.0,0.0,84.3,100.1,68.4,10.51,27.11,52.0,1.0,1,112.0,56.0,0.5,2230.944,0,1,0,0,0,0,0,0,0,0,0,0
520,48.0,7.6,58.0,0.0,0.0,0.0,66.6,74.8,58.3,5.09,10.18,1.0,0.0,0,0.0,0.0,0.0,370.7304,0,1,0,0,0,0,0,0,0,0,0,0
521,100.0,8.7,64.0,0.0,7.0,0.0,63.5,82.4,44.6,1.26,15.69,29.0,1.0,0,0.0,0.0,0.0,3297.204,0,0,0,0,0,0,0,0,0,0,1,0
522,45.0,5.8,2.0,0.0,0.0,0.0,60.0,74.5,45.5,0.54,13.2,19.0,0.0,0,0.0,0.0,0.0,879.2544,0,0,1,0,0,0,0,0,0,0,0,0
523,20.0,8.5,87.0,1.0,10.0,0.18,65.3,82.1,48.5,14.579999999999998,15.97,1.0,7.0,0,0.0,0.0,0.0,1289.3544000000002,0,0,0,0,0,0,0,0,1,0,0,0
524,100.0,5.4,33.0,0.0,0.0,0.0,65.3,73.2,57.4,18.37,20.03,0.0,3.0,0,0.0,0.0,0.0,1368.0936000000002,0,0,0,0,0,1,0,0,0,0,0,0
525,35.0,4.3,177.0,0.0,0.0,0.0,70.7,75.1,66.4,2.06,7.09,0.0,0.0,0,0.0,0.0,0.0,616.7904,0,1,0,0,0,0,0,0,0,0,0,0
526,14217.0,5.1,538.0,0.0,29.0,0.0,82.4,98.0,66.7,32.04,39.34,28.0,9.0,1,127.0,46.0,0.36,5065.555200000001,0,0,0,0,0,1,0,0,0,0,0,0
527,12.0,5.6,73.0,1.0,3.0,0.1,66.3,80.6,52.1,13.1,13.2,2.0,8.0,0,0.0,0.0,0.0,1082.664,1,0,0,0,0,0,0,0,0,0,0,0
528,19.0,5.1,26.0,0.0,0.0,0.0,62.6,75.4,49.9,1.99,6.98,27.0,0.0,0,0.0,0.0,0.0,2604.9552000000003,0,0,1,0,0,0,0,0,0,0,0,0
529,172.0,6.9,133.0,4.0,1.0,1.57,68.0,79.2,56.7,6.04,6.04,7.0,3.0,1,79.5,30.5,0.38,770.988,0,0,0,0,0,0,0,0,1,0,0,0
530,19.0,4.0,44.0,2.0,4.0,1.81,62.4,77.0,47.9,0.47,12.66,28.0,0.0,0,0.0,0.0,0.0,1391.0592,0,0,0,0,0,0,0,0,0,1,0,0
531,756.0,6.3,540.0,0.0,31.0,0.0,82.4,99.7,65.2,5.84,7.669999999999999,57.0,0.0,1,79.5,30.5,0.38,524.928,0,1,0,0,0,0,0,0,0,0,0,0
532,30.0,11.0,454.0,2.0,16.0,0.88,79.6,90.7,68.4,5.75,12.78,39.0,0.0,0,0.0,0.0,0.0,1555.0992,0,1,0,0,0,0,0,0,0,0,0,0
533,50.0,8.3,92.0,5.0,4.0,3.06,65.8,78.6,53.1,26.84,27.33,4.0,14.0,0,0.0,0.0,0.0,252.6216,0,0,0,0,0,0,0,0,1,0,0,0
534,31.0,6.7,366.0,0.0,24.0,0.0,76.7,96.0,57.5,5.56,15.97,49.0,0.0,1,73.5,37.5,0.51,987.5208,0,1,0,0,0,0,0,0,0,0,0,0
535,30.0,9.4,6.0,0.0,0.0,0.03,62.4,71.6,53.2,10.5,13.34,1.0,2.0,0,0.0,0.0,0.0,551.1744,0,0,0,0,0,0,1,0,0,0,0,0
536,19.0,6.7,477.0,2.0,22.0,0.59,80.5,95.1,66.0,33.77,46.22,14.0,8.0,1,112.0,56.0,0.5,1738.824,0,0,0,0,0,0,1,0,0,0,0,0
537,132.0,7.6,209.0,1.0,9.0,0.29,71.3,84.5,58.2,13.48,13.97,2.0,8.0,1,42.0,23.0,0.55,1656.804,0,0,0,0,0,0,0,0,1,0,0,0
538,4474.0,4.3,47.0,0.0,4.0,0.0,63.5,75.6,51.4,8.350000000000001,24.47,0.0,0.0,0,0.0,0.0,0.0,2982.2472,0,0,0,0,0,0,0,0,0,0,0,1
